"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Collection Time]"	"Unit"	"Term Source REF"	"Term Accession Number"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-10-24hr-Rep1"	"1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-10-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-7-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-9-0hr-Rep1"	"1"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC12s"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-5-12hr-Rep1"	"1"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-9-0hr-Rep1"	"1"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-11-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-7-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-10-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-9-12hr-Rep1"	"1"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-9-12hr-Rep1"	"1"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-11-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC13"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-6-24hr-Rep1"	"1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-10-24hr-Rep1"	"1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-5-12hr-Rep1"	"1"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-11-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-10-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-10-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-6-24hr-Rep1"	"1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-5-12hr-Rep1"	"1"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC14"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-10-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-6-24hr-Rep1"	"1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-11-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-5-0hr-Rep1"	"1"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-10-24hr-Rep1"	"1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-11-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-6-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-7-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC15"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-6-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-5-12hr-Rep1"	"1"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-6-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-10-24hr-Rep1"	"1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-9-0hr-Rep1"	"1"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-7-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-6-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-10-24hr-Rep1"	"1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC16"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-6-24hr-Rep1"	"1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-10-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-6-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-5-12hr-Rep1"	"1"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-6-24hr-Rep1"	"1"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-6-36hr-Rep1"	"1"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-9-12hr-Rep1"	"1"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-9-12hr-Rep1"	"1"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC17"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-7-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-11-48hr-Rep1"	"1"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-9-0hr-Rep1"	"1"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-5-0hr-Rep1"	"1"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-10-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-9-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-7-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-5-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC18"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-11-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-5-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-6-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-5-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-10-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-7-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-10-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-5-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC19"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"004-5-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-9-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-5-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-7-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"008-10-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"001-6-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-10-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-7-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"QC20"	""	""	""	""	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-6-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-11-48hr-Rep2"	"2"	""	""	"48"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"003-9-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-9-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"006-6-36hr-Rep2"	"2"	""	""	"36"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-9-12hr-Rep2"	"2"	""	""	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-6-24hr-Rep2"	"2"	""	""	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
"Saliva"	"Homo sapiens"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9606"	"saliva"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001202"	"Sample collection"	"009-5-0hr-Rep2"	"2"	""	""	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"
