"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Aza treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Hxa treatment ]"	"Term Source REF"	"Term Accession Number"
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrA_1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrA_2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrA_3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrB_1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrB_2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrB_3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrC_1a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrC_2a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_24hrC_3a"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_0hrA_1b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_0hrA_2b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_0hrA_3b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_0hrB_1b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_0hrB_2b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_0hrB_3b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_0hrC_1b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_0hrC_2b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_0hrC_3b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_6hrA_1b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_6hrA_2b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_6hrA_3b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_6hrB_1b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_6hrB_2b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_6hrB_3b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_6hrC_1b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_6hrC_2b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_6hrC_3b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_12hrA_1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_12hrA_2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_12hrA_3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_12hrB_1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_12hrB_2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_12hrB_3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_12hrC_1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_12hrC_2b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_12hrC_3b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_24hrA_1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_24hrA_2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_24hrA_3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_24hrB_1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_24hrB_2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_24hrB_3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_24hrC_1b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_24hrC_2b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Hx_24hrC_3b"	"24"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_0hrA_1b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_0hrA_2b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_0hrA_3b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_0hrB_1b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_0hrB_2b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_0hrB_3b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_0hrC_1b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_0hrC_2b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_0hrC_3b"	"0"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"non-treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_6hrA_1b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_6hrA_2b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_6hrA_3b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_6hrB_1b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_6hrB_2b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_6hrB_3b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_6hrC_1b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_6hrC_2b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_6hrC_3b"	"6"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
"Intracellular"	"Nicotiana tabacum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4097"	"Nicotiana tabacum cv. Samsun"	""	""	"cell suspension culture"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000221"	"Sample collection"	"Tobacco_Az_12hrA_1b"	"12"	"hour"	"UO"	"http://purl.obolibrary.org/obo/UO_0000032"	"treated"	""	""	"non-treated"	""	""
