"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Batch]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Origin]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Time]"	"Term Source REF"	"Term Accession Number"
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_051_b3_r001"	"Batch 4"	""	""	"Aerobic pond for POME treatment, Tenamaran Palm Oil Mill, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_051_b3_r002"	"Batch 4"	""	""	"Aerobic pond for POME treatment, Tenamaran Palm Oil Mill, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_084_b1_r001"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_084_b1_r002"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_084_b2_r001"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_084_b2_r002"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_084_b3_r001"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_084_b3_r002"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_087_b1_r001"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_087_b1_r002"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_087_b2_r001"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_087_b2_r002"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_087_b3_r001"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_087_b3_r002"	"Batch 4"	""	""	"Digested POME, enriched with goat dung, IPSP Farm, University of Malaya"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_094_b1_r001"	"Batch 4"	""	""	"Tenamaran Palm Oil Factory, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_094_b1_r002"	"Batch 4"	""	""	"Tenamaran Palm Oil Factory, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_094_b2_r001"	"Batch 4"	""	""	"Tenamaran Palm Oil Factory, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_094_b2_r002"	"Batch 4"	""	""	"Tenamaran Palm Oil Factory, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_094_b3_r001"	"Batch 4"	""	""	"Tenamaran Palm Oil Factory, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_094_b3_r002"	"Batch 4"	""	""	"Tenamaran Palm Oil Factory, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_104_b1_r001"	"Batch 4"	""	""	"Muddy water of Sementa Mangrove, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_104_b1_r002"	"Batch 4"	""	""	"Muddy water of Sementa Mangrove, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_104_b2_r001"	"Batch 4"	""	""	"Muddy water of Sementa Mangrove, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_104_b2_r002"	"Batch 4"	""	""	"Muddy water of Sementa Mangrove, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_104_b3_r001"	"Batch 4"	""	""	"Muddy water of Sementa Mangrove, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_104_b3_r002"	"Batch 4"	""	""	"Muddy water of Sementa Mangrove, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_177b1_r001"	"Batch 3"	""	""	"Plastic container, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_177b1_r002"	"Batch 3"	""	""	"Plastic container, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_177b2_r001"	"Batch 3"	""	""	"Plastic container, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_177b2_r002"	"Batch 3"	""	""	"Plastic container, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_177b3_r001"	"Batch 3"	""	""	"Plastic container, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_177b3_r002"	"Batch 3"	""	""	"Plastic container, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_184_b1_r001"	"Batch 4"	""	""	"NA"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_184_b1_r002"	"Batch 4"	""	""	"NA"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_184_b2_r001"	"Batch 4"	""	""	"NA"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_184_b2_r002"	"Batch 4"	""	""	"NA"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_184_b3_r001"	"Batch 4"	""	""	"NA"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_184_b3_r002"	"Batch 4"	""	""	"NA"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_187_b1_r001"	"Batch 4"	""	""	"Tin, Chinese graveyard, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_187_b1_r002"	"Batch 4"	""	""	"Tin, Chinese graveyard, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_187_b2_r001"	"Batch 4"	""	""	"Tin, Chinese graveyard, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_187_b2_r002"	"Batch 4"	""	""	"Tin, Chinese graveyard, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_187_b3_r001"	"Batch 4"	""	""	"Tin, Chinese graveyard, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_187_b3_r002"	"Batch 4"	""	""	"Tin, Chinese graveyard, Kuantan Pahang"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_207_b1_r001"	"Batch 4"	""	""	"Concrete tank, shop houses, Kedah"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_207_b1_r002"	"Batch 4"	""	""	"Concrete tank, shop houses, Kedah"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_207_b2_r001"	"Batch 4"	""	""	"Concrete tank, shop houses, Kedah"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_207_b2_r002"	"Batch 4"	""	""	"Concrete tank, shop houses, Kedah"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_207_b3_r001"	"Batch 4"	""	""	"Concrete tank, shop houses, Kedah"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Chlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/114055"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_207_b3_r002"	"Batch 4"	""	""	"Concrete tank, shop houses, Kedah"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_245b1_r001"	"Batch 2"	""	""	"Seawater from Terengganu"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_245b1_r002"	"Batch 2"	""	""	"Seawater from Terengganu"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_245b2_r001"	"Batch 2"	""	""	"Seawater from Terengganu"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_245b2_r002"	"Batch 2"	""	""	"Seawater from Terengganu"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_245b3_r001"	"Batch 2"	""	""	"Seawater from Terengganu"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_245b3_r002"	"Batch 2"	""	""	"Seawater from Terengganu"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_252b1_r001"	"Batch 2"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_252b1_r002"	"Batch 2"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_252b2_r001"	"Batch 2"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_252b2_r002"	"Batch 2"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_252b3_r001"	"Batch 2"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_252b3_r002"	"Batch 2"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_253b1_r001"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_253b1_r002"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_253b2_r001"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_253b2_r002"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_253b3_r001"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_253b3_r002"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_254b1_r001"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_254b1_r002"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_254b2_r001"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_254b2_r002"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_254b3_r001"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_254b3_r002"	"Batch 1"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_255b1_r001"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_255b1_r002"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_255b2_r001"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_255b2_r002"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_255b3_r001"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_255b3_r002"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_258b1_r001"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
"Cell culture"	"Parachlorella"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/247501"	"whole organism"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0002906"	"Sample collection"	"D4_258b1_r002"	"Batch 3"	""	""	"Sea Bass Pond at Sepang, Selangor"	""	""	"exponential phase culture"	""	""
