"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg_MM8_1_F.8_01_5714"	"neg_MM8_1_F.8_01_5723"	"neg_MM8_1_F.8_01_5734"	"neg_MM8_1_F.8_01_5744"	"neg_MM8_1_F.8_01_5750"	"neg_MM8_1_F.8_01_5757"	"neg_MM8_1.F.8_01_6617"	"neg_MM8_1.F.8_01_6626"	"neg_MM8_1.F.8_01_6635"	"neg_MM8_1.F.8_01_6646"	"neg_MM8_1.F.8_01_6654"	"neg_MM8_1.F.8_01_7156"	"neg_MM8_1.F.8_01_7157"	"neg_MM8_1.F.8_01_7166"	"neg_MM8_1.F.8_01_7175"	"neg_MM8_1.F.8_01_7185"	"neg_MM8_1.F.8_01_7193"	"neg_MM8_1.F.8_01_7435"	"neg_MM8_1.F.8_01_7436"	"neg_MM8_1.F.8_01_7451"	"neg_MM8_1.F.8_01_7462"	"neg_MM8_1.F.8_01_7475"	"neg_MM8_1.F.8_01_7484"
""	""	""	""	""	" 884.71741"	""	""	""	"1094.76814"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.372519"	" 7.134055"	" 7.321159"	" 7.179881"	" 7.330919"	" 7.613029"	" 7.676218"	""	""	" 7.615350"	" 7.764306"	""	""	""	""	""	""
""	""	""	""	""	" 885.21790"	""	""	""	"1095.60678"	""	""	""	""	""	""	""	""	""	""	""	""	" 8.237657"	""	""	""	""	" 6.885264"	""	" 6.811103"	" 6.987424"	" 6.973992"	""	""	""	""	" 6.811473"	""	""	""	""	""	""	""
""	""	""	""	""	" 885.83730"	""	""	""	"1140.68472"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.510586"	" 5.554447"	""	""	" 5.820107"	""	""	" 4.798234"	""	""	""	" 5.381702"	""	""	" 5.459007"	" 5.468971"	""	""	""	""	""	""
""	""	""	""	""	" 886.54525"	""	""	""	"1096.34362"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.930029"	" 6.107539"	" 5.810087"	""	""	""	" 5.973260"	""	""	""	" 5.499657"	""	""	""	""
""	""	""	""	""	" 887.20940"	""	""	""	"1096.25166"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.414936"	" 5.460436"	" 6.335310"	" 5.838873"	" 6.052183"	""	""	" 6.401001"	""	""	" 6.593680"	""	" 5.450386"	""	" 5.528095"	""	""
""	""	""	""	""	" 888.82267"	""	""	""	"1140.59482"	""	""	""	""	""	""	""	""	""	""	""	" 6.491681"	" 6.045043"	" 5.719498"	" 6.144975"	" 5.603918"	" 6.305691"	""	""	""	""	""	""	""	""	" 5.730463"	" 5.569931"	""	""	""	""	""	""	""
""	""	""	""	""	" 889.70066"	""	""	""	"1087.32757"	""	""	""	""	""	""	""	""	""	""	""	" 8.205690"	""	""	""	" 7.964679"	" 5.959478"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 890.25452"	""	""	""	" 319.47248"	""	""	""	""	""	""	""	""	""	""	""	" 5.514654"	""	""	""	""	" 5.023038"	""	""	""	""	""	" 5.454980"	" 5.312930"	""	""	""	" 5.528095"	""	""	""	""	""	""
""	""	""	""	""	" 890.81366"	""	""	""	"1140.62479"	""	""	""	""	""	""	""	""	""	""	""	" 6.336912"	" 5.711751"	" 5.487217"	""	" 5.766870"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 891.19499"	""	""	""	"1097.06121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.954261"	" 5.757075"	" 6.206447"	" 5.859212"	""	" 6.440372"	""	""	""	" 6.132652"	""	""	""	""	""	""
""	""	""	""	""	" 891.70164"	""	""	""	"1097.12428"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.691329"	" 6.265636"	" 5.327363"	" 5.867804"	""	""	" 5.492765"	""	""	""	" 6.221986"	""	" 6.266274"	""	""	""	""	""	""
""	""	""	""	""	" 891.85125"	""	""	""	"1140.01276"	""	""	""	""	""	""	""	""	""	""	""	" 6.557142"	""	""	" 5.585179"	" 5.706180"	""	""	" 5.410646"	""	""	""	""	" 5.915145"	""	""	" 5.367694"	" 5.976676"	""	""	""	""	""	""
""	""	""	""	""	" 892.68539"	""	""	""	"1095.26110"	""	""	""	""	""	""	""	""	""	""	""	" 7.097849"	""	""	" 6.525290"	" 6.449977"	" 6.561427"	" 6.010870"	" 6.130461"	" 6.037050"	""	" 5.801998"	" 8.160305"	" 6.576514"	" 6.170581"	" 7.665251"	" 6.546108"	" 6.192804"	" 7.856465"	" 5.267198"	""	""	""	""
""	""	""	""	""	" 892.90013"	""	""	""	"1087.59429"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.493273"	""	""	" 8.591948"	""	" 9.074592"	" 8.727884"	" 8.525937"	" 9.272056"	" 9.216974"	" 8.666024"	" 8.654434"	" 8.752116"	" 8.355401"	""	" 7.825862"	" 7.568222"	" 8.240940"	""	" 7.670906"
""	""	""	""	""	" 893.25952"	""	""	""	" 319.69726"	""	""	""	""	""	""	""	""	""	""	""	" 7.572935"	" 7.719935"	" 7.717931"	" 7.456512"	" 7.565361"	" 7.429545"	""	" 6.387714"	" 6.378440"	" 6.446786"	""	" 7.685959"	" 7.727416"	" 7.754413"	" 7.763363"	" 7.652568"	" 7.745294"	" 6.247049"	" 6.327537"	" 6.289226"	" 6.320308"	" 6.307036"	" 6.424700"
""	""	""	""	""	" 893.23367"	""	""	""	"1088.39608"	""	""	""	""	""	""	""	""	""	""	""	" 8.702917"	" 8.774103"	" 8.316249"	""	" 8.110656"	" 7.534883"	" 9.200009"	" 8.711751"	" 9.536811"	" 9.463318"	" 8.888880"	" 9.138977"	" 9.727092"	" 9.106706"	" 9.110278"	" 9.160997"	" 9.627898"	" 8.040437"	" 8.654609"	" 7.703575"	" 7.954454"	" 8.653320"	" 8.619865"
""	""	""	""	""	" 893.56826"	""	""	""	"1088.21152"	""	""	""	""	""	""	""	""	""	""	""	" 9.296442"	" 8.506318"	" 8.347150"	""	" 8.101736"	""	" 9.194030"	" 9.071200"	" 8.908108"	" 8.672604"	" 8.935644"	" 9.171881"	" 9.865621"	" 9.877675"	" 9.271786"	" 9.754457"	" 9.423152"	" 8.897602"	" 8.369053"	" 8.266943"	" 8.244565"	" 8.829356"	" 8.782436"
""	""	""	""	""	" 893.76082"	""	""	""	" 319.85221"	""	""	""	""	""	""	""	""	""	""	""	" 6.677205"	" 6.867318"	" 6.657496"	" 6.646536"	" 6.724966"	" 6.329336"	" 5.594191"	" 5.289925"	" 5.155463"	""	""	" 6.756634"	" 6.683149"	" 6.866533"	" 6.879974"	" 6.827985"	" 6.867933"	""	""	""	""	""	""
""	""	""	""	""	" 893.82562"	""	""	""	"1140.07329"	""	""	""	""	""	""	""	""	""	""	""	" 6.193491"	" 6.120174"	""	" 5.314584"	""	""	""	" 5.606390"	""	""	""	" 5.366126"	""	" 5.613770"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 893.90218"	""	""	""	"1088.01532"	""	""	""	""	""	""	""	""	""	""	""	" 9.272544"	" 9.153770"	" 8.991951"	" 8.911058"	" 8.127962"	" 8.718313"	" 9.837697"	" 9.000691"	" 8.854077"	" 9.654432"	" 8.789030"	" 9.362521"	" 9.873944"	" 9.005610"	" 9.842052"	" 8.939256"	" 9.372688"	" 8.957194"	" 8.861634"	" 6.783087"	" 8.267168"	" 8.009100"	" 8.055478"
""	""	""	""	""	" 894.23671"	""	""	""	"1088.21314"	""	""	""	""	""	""	""	""	""	""	""	" 8.496556"	" 8.198785"	" 8.834165"	""	" 7.778332"	""	" 9.191622"	" 8.860013"	" 8.822092"	" 8.946544"	" 8.823388"	" 9.212608"	" 9.055868"	" 8.920486"	" 9.057318"	" 9.550483"	" 8.816636"	" 8.732184"	""	" 8.130142"	""	" 8.603356"	" 8.497310"
""	""	""	""	""	" 894.26404"	""	""	""	" 319.92688"	""	""	""	""	""	""	""	""	""	""	""	" 7.260967"	" 7.056598"	" 7.048505"	" 6.719541"	" 6.618664"	" 6.752027"	" 5.859212"	" 5.358692"	""	" 5.681291"	" 5.691548"	" 7.122821"	" 7.008209"	" 6.994535"	" 7.091094"	" 7.007086"	" 7.066440"	" 5.239077"	" 5.891421"	""	""	""	""
""	""	""	""	""	" 894.57066"	""	""	""	"1087.47639"	""	""	""	""	""	""	""	""	""	""	""	""	" 7.644238"	""	""	" 7.402051"	""	" 8.512347"	" 8.414602"	" 8.446167"	" 8.458594"	" 8.891496"	" 8.458393"	" 8.379210"	" 9.117014"	" 9.081936"	" 8.398615"	" 8.436986"	""	""	" 7.497567"	" 7.261029"	""	""
""	""	""	""	""	" 894.84898"	""	""	""	"1139.31532"	""	""	""	""	""	""	""	""	""	""	""	" 6.671871"	" 5.953389"	" 6.492094"	" 6.073303"	" 6.881822"	" 6.105293"	" 6.569941"	" 6.201693"	""	" 6.639531"	" 5.672085"	" 6.718085"	" 6.951412"	" 6.394847"	" 6.444119"	" 6.718085"	" 6.811103"	" 5.151579"	" 5.794866"	""	""	""	""
""	""	""	""	""	" 894.90095"	""	""	""	"1088.04089"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.008557"	""	""	" 7.817786"	" 8.259367"	" 8.008653"	""	""	" 7.969338"	" 8.427163"	" 8.434799"	""	""	""	""	""	""
""	""	""	""	""	" 895.26951"	""	""	""	" 319.63351"	""	""	""	""	""	""	""	""	""	""	""	" 5.891345"	" 5.562219"	" 5.822099"	""	" 5.505136"	""	""	""	""	""	""	""	" 5.770243"	" 5.509226"	" 5.640656"	" 6.005249"	" 5.607624"	""	""	""	""	""	""
""	""	""	""	""	" 895.35778"	""	""	""	"1138.90757"	""	""	""	""	""	""	""	""	""	""	""	" 6.412944"	""	""	""	""	""	" 5.613594"	""	""	""	""	""	""	" 5.557044"	""	" 5.762655"	" 5.885704"	""	""	""	""	""	""
""	""	""	""	""	" 896.84239"	""	""	""	"1138.99547"	""	""	""	""	""	""	""	""	""	""	""	" 6.381846"	""	""	""	""	" 5.951642"	""	""	""	" 6.081013"	""	" 5.698328"	""	" 5.575040"	""	" 5.473211"	""	""	""	""	""	""	""
""	""	""	""	""	" 898.55877"	""	""	""	"1095.35649"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.118534"	" 6.969798"	" 7.183213"	""	""	""	""	""	""	""	""	" 6.224623"	""	""	""	" 6.019235"	""
""	""	""	""	""	" 898.88992"	""	""	""	"1094.69402"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.562376"	""	""	""	""	""	" 7.346206"	" 7.762878"	""	""	""	" 5.861128"	""	" 6.423065"	""	" 6.389784"	""
""	""	""	""	""	" 899.80500"	""	""	""	"1139.85114"	""	""	""	""	""	""	""	""	""	""	""	" 5.807061"	""	" 5.619879"	""	""	" 5.569931"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 899.89253"	""	""	""	"1094.90940"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.815903"	" 6.536430"	""	" 6.687567"	""	""	""	" 6.749275"	" 5.628369"	""	""	""	""	""	""	""	" 5.484432"
""	""	""	""	""	" 900.82900"	""	""	""	"1139.89844"	""	""	""	""	""	""	""	""	""	""	""	" 5.956003"	" 6.156436"	" 6.198284"	" 5.826071"	""	" 6.445186"	""	""	""	""	" 5.404621"	" 5.708412"	""	""	" 5.347108"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 900.73525"	""	""	""	"1088.03179"	""	""	""	""	""	""	""	""	""	""	""	" 7.116485"	""	""	""	""	""	" 7.823444"	""	""	" 8.234185"	" 7.068731"	" 8.395601"	" 8.436257"	" 8.150419"	" 7.745148"	" 7.082367"	""	""	""	""	""	""	""
""	""	""	""	""	" 901.23595"	""	""	""	"1088.54799"	""	""	""	""	""	""	""	""	""	""	""	" 9.597604"	" 9.120438"	" 8.869082"	" 9.062902"	" 8.973005"	" 8.612928"	" 8.720592"	" 8.503257"	" 8.993455"	" 9.082298"	" 8.364210"	" 9.166710"	" 7.652888"	" 8.460303"	" 8.450797"	" 7.557226"	" 9.204919"	""	""	""	""	""	""
""	""	""	""	""	" 901.73734"	""	""	""	"1088.21159"	""	""	""	""	""	""	""	""	""	""	""	" 9.419431"	" 9.561875"	"10.009444"	" 9.579183"	" 9.390047"	" 9.206168"	" 9.134021"	" 9.102785"	" 8.720125"	" 8.808584"	" 8.999310"	" 9.088935"	" 9.197698"	" 9.692408"	" 9.685349"	" 9.668375"	" 9.669342"	" 7.891415"	" 8.290283"	" 7.647129"	""	""	""
""	""	""	""	""	" 902.23551"	""	""	""	"1088.67375"	""	""	""	""	""	""	""	""	""	""	""	" 9.637589"	"10.383364"	" 7.811267"	"10.252916"	"10.273224"	" 9.627965"	" 9.490522"	" 9.898455"	" 9.211473"	" 9.834683"	" 9.845983"	" 9.072473"	" 9.351819"	" 9.671675"	" 9.488081"	" 9.458390"	" 9.498336"	" 8.579292"	" 8.026923"	" 7.194365"	" 7.898213"	" 8.553295"	" 7.807038"
""	""	""	""	""	" 902.73761"	""	""	""	"1088.80176"	""	""	""	""	""	""	""	""	""	""	""	" 9.722047"	" 9.569505"	" 9.525205"	"10.172409"	" 9.501807"	" 9.554686"	" 8.961772"	" 9.313861"	" 9.253547"	" 9.041651"	" 9.803864"	" 8.953648"	" 9.125828"	" 9.958435"	" 9.960780"	" 9.916277"	" 9.156433"	" 7.789107"	""	" 7.752287"	" 7.364248"	""	""
""	""	""	""	""	" 902.84337"	""	""	""	"1139.62588"	""	""	""	""	""	""	""	""	""	""	""	" 5.793843"	""	""	""	""	""	""	" 5.480239"	""	""	""	" 5.839851"	""	" 5.763710"	""	" 5.868754"	""	""	""	""	""	""	""
""	""	""	""	""	" 903.23774"	""	""	""	"1089.00818"	""	""	""	""	""	""	""	""	""	""	""	" 9.461830"	" 9.890368"	" 9.064186"	" 9.032835"	" 9.163606"	" 9.644491"	" 9.437292"	" 9.415327"	" 8.403220"	" 9.376604"	" 9.372352"	" 8.911104"	" 9.074284"	" 9.094105"	" 8.906561"	" 8.991951"	" 9.061460"	""	""	" 7.184959"	""	" 7.166482"	""
""	""	""	""	""	" 903.34975"	""	""	""	"1138.50210"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.933115"	" 6.079475"	" 5.667450"	""	" 5.834951"	" 5.943744"	""	""	""	""	""	""
""	""	""	""	""	" 903.54587"	""	""	""	"1096.42286"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.899482"	" 5.586439"	""	" 5.524081"	""	""	""	" 6.217229"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 903.74239"	""	""	""	"1089.32426"	""	""	""	""	""	""	""	""	""	""	""	" 8.510521"	" 9.082603"	" 8.578702"	" 8.946131"	" 8.900580"	" 8.105192"	" 8.660721"	" 8.598598"	" 8.523239"	" 8.214006"	" 8.607066"	" 7.846968"	" 8.641402"	" 7.948433"	" 8.799708"	" 5.887570"	" 8.681709"	""	""	""	""	""	""
""	""	""	""	""	" 904.54910"	""	""	""	"1096.22418"	""	""	""	""	""	""	""	""	""	""	""	" 6.361758"	""	""	""	""	""	" 6.285984"	" 5.961212"	" 6.256822"	" 6.130461"	" 6.196232"	" 6.686729"	" 6.743748"	" 6.227895"	""	""	" 6.485966"	""	""	""	""	""	""
""	""	""	""	""	" 904.78739"	""	""	""	"1140.76513"	""	""	""	""	""	""	""	""	""	""	""	" 6.158984"	" 6.112761"	""	" 5.839851"	""	""	""	""	""	""	""	""	""	""	""	" 5.202775"	""	""	""	""	""	""	""
""	""	""	""	""	" 904.88696"	""	""	""	"1095.67753"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.192804"	" 6.252782"	""	" 6.678316"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 906.85132"	""	""	""	"1139.48098"	""	""	""	""	""	""	""	""	""	""	""	" 6.476168"	""	""	""	" 6.095500"	" 6.168472"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 908.17907"	""	""	""	"1097.27892"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.778370"	""	" 5.876094"	""	" 5.698302"	""	""	" 5.959478"	" 6.038653"	" 5.764765"	""	" 6.223243"	""	""	""	""	""	""	""
""	""	""	""	""	" 908.82332"	""	""	""	"1140.15378"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.767921"	""	" 5.435851"	" 5.618660"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 909.23313"	""	""	""	" 319.80809"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.832000"	""	""	" 5.330978"	""	""	""	""	""	" 5.174955"	""	""	" 5.797164"	""	" 5.470744"	""	""	""	""	""	""
""	""	""	""	""	" 909.90584"	""	""	""	"1086.85999"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.092325"	" 8.583682"	" 7.739753"	" 8.088721"	""	""	" 8.833038"	" 8.101634"	" 8.315345"	" 8.193944"	" 7.855340"	""	""	""	""	""	""
""	""	""	""	""	" 910.23649"	""	""	""	"1088.54199"	""	""	""	""	""	""	""	""	""	""	""	" 8.506234"	" 8.408628"	""	" 8.182483"	" 8.120995"	" 8.580974"	" 9.426587"	" 8.802288"	" 8.362172"	" 9.261922"	" 9.166101"	" 8.738712"	" 8.895575"	" 8.982713"	" 8.655254"	" 9.365893"	" 9.406723"	""	" 7.721008"	" 7.809590"	" 8.113522"	""	""
""	""	""	""	""	" 910.57339"	""	""	""	"1087.83346"	""	""	""	""	""	""	""	""	""	""	""	" 8.639587"	" 8.037292"	""	" 8.246153"	" 8.091708"	""	" 9.626669"	" 9.105625"	" 8.715782"	" 9.442225"	" 8.754315"	" 9.631813"	" 9.665299"	" 9.187781"	" 8.969591"	" 8.986629"	" 9.624373"	" 8.149546"	" 8.291125"	" 7.987649"	" 7.982845"	" 8.502166"	" 7.907493"
""	""	""	""	""	" 910.80037"	""	""	""	"1140.72995"	""	""	""	""	""	""	""	""	""	""	""	" 6.876983"	" 6.874554"	" 6.482887"	" 6.581183"	" 6.808509"	" 6.858800"	""	""	""	""	""	" 5.375501"	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 910.71962"	""	""	""	"1095.88196"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.106619"	""	" 6.957695"	" 7.089957"	""	""	""	""	""	""	" 7.130028"	""	""	""	""	""	" 5.702822"
""	""	""	""	""	" 910.90703"	""	""	""	"1087.81813"	""	""	""	""	""	""	""	""	""	""	""	" 9.271733"	" 8.521153"	" 9.019329"	" 8.938065"	""	" 8.232578"	" 9.093874"	" 9.733166"	" 9.084206"	" 8.889990"	" 9.591064"	" 9.039216"	" 9.415491"	" 9.309093"	" 9.783101"	" 9.291937"	" 8.835192"	" 8.118809"	" 8.259632"	" 8.253839"	" 8.111678"	" 8.083965"	" 7.997755"
""	""	""	""	""	" 911.23867"	""	""	""	"1088.54362"	""	""	""	""	""	""	""	""	""	""	""	" 8.819471"	" 9.415163"	" 9.285469"	" 8.638965"	" 8.461653"	" 8.495939"	" 9.325123"	" 9.100950"	" 9.725407"	" 8.970488"	" 9.284078"	" 9.871621"	" 9.894394"	" 9.013005"	" 9.375797"	" 8.957939"	" 9.155227"	" 8.183287"	" 8.927109"	" 6.840281"	" 8.098370"	" 8.727503"	""
""	""	""	""	""	" 911.57571"	""	""	""	"1087.93638"	""	""	""	""	""	""	""	""	""	""	""	" 8.496185"	" 7.985136"	" 8.259893"	""	""	" 7.871748"	" 9.063822"	" 8.532269"	" 8.811543"	" 9.428596"	" 8.781972"	" 9.512469"	" 9.044590"	" 8.892855"	" 9.009273"	" 9.523676"	" 8.842159"	" 8.656152"	" 8.525028"	" 7.842756"	" 8.570262"	" 8.515582"	""
""	""	""	""	""	" 911.90947"	""	""	""	"1088.20595"	""	""	""	""	""	""	""	""	""	""	""	" 7.885113"	" 8.526227"	""	""	""	""	" 9.071248"	" 8.664841"	" 8.232400"	" 8.246329"	" 8.959054"	" 9.185972"	" 8.251864"	" 8.422021"	" 8.442323"	" 9.031138"	" 9.094482"	" 7.254336"	""	" 7.472143"	""	""	""
""	""	""	""	""	" 912.24454"	""	""	""	"1086.62317"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.964679"	" 7.770848"	" 7.801316"	" 7.331154"	" 8.496982"	" 7.875967"	" 8.600454"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 913.14743"	""	""	""	" 267.73620"	""	""	""	""	""	""	""	""	""	""	""	" 6.064076"	""	" 5.321174"	""	" 5.915145"	" 5.853558"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 914.84097"	""	""	""	"1140.17982"	""	""	""	""	""	""	""	""	""	""	""	" 5.782520"	""	""	""	" 5.501030"	""	""	""	""	""	""	" 5.036225"	""	" 5.393991"	""	" 5.608856"	""	""	""	""	""	""	""
""	""	""	""	""	" 915.23384"	""	""	""	"1094.62671"	""	""	""	""	""	""	""	""	""	""	""	" 7.781213"	""	""	""	" 7.968524"	" 5.309613"	""	" 6.124596"	""	""	" 6.175485"	""	" 6.250840"	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 915.56967"	""	""	""	"1094.60328"	""	""	""	""	""	""	""	""	""	""	""	" 6.365810"	" 7.843547"	""	" 8.046803"	""	" 7.908481"	" 6.797140"	" 7.021579"	" 6.712791"	" 6.726579"	""	" 6.682530"	""	""	""	" 7.198919"	""	""	""	""	" 5.979336"	""	""
""	""	""	""	""	" 915.89787"	""	""	""	"1094.14705"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.996996"	""	""	" 7.241424"	" 7.574648"	""	" 7.916968"	""	""	""	""	""	""
""	""	""	""	""	" 916.22806"	""	""	""	"1094.61615"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.258962"	""	" 7.409199"	""	" 7.116485"	""	""	""	""	" 6.624256"	""	""	" 6.657816"	" 6.504240"	" 5.884770"
""	""	""	""	""	" 916.56396"	""	""	""	"1094.37050"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.224265"	" 7.176805"	""	""	" 7.495889"	" 5.390933"	""	" 7.652249"	" 7.477812"	" 6.386286"	""	""	""	" 5.655768"	""
""	""	""	""	""	" 916.81377"	""	""	""	"1140.55564"	""	""	""	""	""	""	""	""	""	""	""	" 7.127604"	" 6.904999"	" 6.760628"	" 6.674076"	" 6.581648"	" 6.831170"	" 5.820159"	" 5.618660"	""	""	""	""	" 5.932224"	""	" 5.876323"	""	" 5.859212"	""	""	""	""	""	""
""	""	""	""	""	" 916.89828"	""	""	""	"1094.70207"	""	""	""	""	""	""	""	""	""	""	""	" 6.599185"	""	""	""	""	""	" 7.293449"	""	" 6.996074"	""	""	" 7.225412"	" 7.096099"	""	""	""	""	""	" 6.078706"	""	" 6.183091"	" 6.248894"	""
""	""	""	""	""	" 917.71198"	""	""	""	"1096.55171"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.331730"	""	" 6.461068"	" 6.138470"	""	" 5.732642"	""	""	""	" 5.779409"	""	" 6.128998"	" 5.929547"	" 5.472616"	""	" 5.663960"	""	""	""	""	""	""
""	""	""	""	""	" 917.85087"	""	""	""	"1139.96192"	""	""	""	""	""	""	""	""	""	""	""	" 5.788712"	""	""	""	""	""	""	" 5.153523"	""	""	""	""	" 5.516998"	" 5.407638"	""	" 5.798947"	""	""	""	""	""	""	""
""	""	""	""	""	" 918.20931"	""	""	""	"1097.06789"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.579784"	""	""	" 6.516737"	" 6.570883"	" 6.418691"	" 6.458439"	" 6.069243"	" 6.174086"	" 5.900533"	" 6.559049"	""	" 6.321516"	" 6.317280"	" 6.489035"	""	""	""	""	""	""	""
""	""	""	""	""	" 918.71205"	""	""	""	"1097.01571"	""	""	""	""	""	""	""	""	""	""	""	" 6.670675"	" 6.866183"	" 6.138470"	""	" 6.861971"	" 6.557619"	""	""	" 5.682436"	" 5.869704"	""	""	" 6.116475"	" 6.083314"	" 5.865250"	""	" 6.075622"	""	""	""	""	""	""
""	""	""	""	""	" 919.20815"	""	""	""	"1096.78480"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.013500"	""	" 5.349655"	""	" 5.596464"	""	""	""	" 5.756858"	""	" 6.371571"	""	""	""	""	""	""
""	""	""	""	""	" 919.15776"	""	""	""	" 267.85885"	""	""	""	""	""	""	""	""	""	""	""	" 5.966393"	""	" 5.945504"	" 5.781484"	" 6.081780"	" 5.965531"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 919.82036"	""	""	""	"1140.04270"	""	""	""	""	""	""	""	""	""	""	""	" 6.531334"	" 5.904206"	""	""	" 5.972404"	""	""	""	""	""	""	""	""	""	" 5.733730"	""	""	""	""	""	""	""	""
""	""	""	""	""	" 920.87519"	""	""	""	"1096.62171"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.074076"	" 5.506502"	""	" 6.013500"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 921.21760"	""	""	""	"1096.18236"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.274536"	" 6.018994"	""	" 6.137744"	""	""	" 6.465784"	" 6.285238"	" 6.194177"	" 6.485453"	""	""	""	" 5.233715"	""	""	""
""	""	""	""	""	" 921.54458"	""	""	""	"1096.46375"	""	""	""	""	""	""	""	""	""	""	""	" 6.344189"	""	""	""	""	""	" 6.112017"	""	" 6.008558"	""	" 5.867804"	" 6.253429"	""	""	" 6.460267"	""	" 6.494129"	""	""	""	""	""	" 5.678998"
""	""	""	""	""	" 921.89355"	""	""	""	"1095.65762"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.637772"	" 6.314076"	""	" 6.583509"	""	" 6.357690"	" 6.488013"	" 5.976676"	" 6.216331"	" 6.432297"	" 6.332327"	""	""	" 5.322815"	" 5.319669"	""	""
""	""	""	""	""	" 922.82965"	""	""	""	"1139.59708"	""	""	""	""	""	""	""	""	""	""	""	" 7.342950"	" 6.918719"	" 6.692580"	" 7.121110"	" 7.227366"	" 7.029945"	" 5.891291"	""	""	""	" 5.483036"	" 6.474113"	" 6.419036"	" 6.118696"	" 6.088664"	""	" 6.161410"	""	""	""	""	""	""
""	""	""	""	""	" 923.83249"	""	""	""	"1139.36944"	""	""	""	""	""	""	""	""	""	""	""	" 6.170581"	""	""	" 5.669771"	" 5.685863"	""	""	" 5.467554"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 924.82496"	""	""	""	"1140.09997"	""	""	""	""	""	""	""	""	""	""	""	" 6.447637"	""	" 5.856332"	""	""	" 5.672085"	""	""	""	""	""	""	" 5.074900"	""	""	""	""	""	""	""	""	""	""
