"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"neg_MM8_1_F.8_01_5714"	"neg_MM8_1_F.8_01_5723"	"neg_MM8_1_F.8_01_5734"	"neg_MM8_1_F.8_01_5744"	"neg_MM8_1_F.8_01_5750"	"neg_MM8_1_F.8_01_5757"	"neg_MM8_1.F.8_01_6617"	"neg_MM8_1.F.8_01_6626"	"neg_MM8_1.F.8_01_6635"	"neg_MM8_1.F.8_01_6646"	"neg_MM8_1.F.8_01_6654"	"neg_MM8_1.F.8_01_7156"	"neg_MM8_1.F.8_01_7157"	"neg_MM8_1.F.8_01_7166"	"neg_MM8_1.F.8_01_7175"	"neg_MM8_1.F.8_01_7185"	"neg_MM8_1.F.8_01_7193"	"neg_MM8_1.F.8_01_7435"	"neg_MM8_1.F.8_01_7436"	"neg_MM8_1.F.8_01_7451"	"neg_MM8_1.F.8_01_7462"	"neg_MM8_1.F.8_01_7475"	"neg_MM8_1.F.8_01_7484"
""	""	""	""	""	" 925.83653"	""	""	""	"1139.50873"	""	""	""	""	""	""	""	""	""	""	""	" 6.504508"	" 5.701700"	""	""	""	""	""	""	""	""	""	" 5.516006"	" 5.903486"	" 5.879147"	" 5.797928"	" 5.543989"	""	""	""	""	""	""	""
""	""	""	""	""	" 926.21152"	""	""	""	"1096.88257"	""	""	""	""	""	""	""	""	""	""	""	" 6.662979"	""	" 8.085622"	""	" 7.921001"	" 5.687002"	" 5.473211"	" 7.418027"	""	" 5.591698"	" 5.633188"	""	" 6.150006"	" 5.661626"	" 5.949079"	" 8.224886"	" 6.058487"	""	""	""	""	""	""
""	""	""	""	""	" 926.79152"	""	""	""	"1140.77733"	""	""	""	""	""	""	""	""	""	""	""	" 5.706251"	" 6.111272"	""	" 5.540039"	""	""	""	" 5.115932"	""	" 5.407638"	""	""	""	""	""	""	" 5.167023"	""	""	" 4.966140"	""	""	""
""	""	""	""	""	" 926.74639"	""	""	""	"1087.27041"	""	""	""	""	""	""	""	""	""	""	""	" 8.466421"	""	" 8.786653"	" 8.021422"	" 8.654317"	""	""	" 5.591543"	" 8.298177"	""	" 8.303480"	""	" 8.481279"	""	" 7.687220"	""	" 7.305285"	""	""	""	""	""	""
""	""	""	""	""	" 927.25334"	""	""	""	" 320.07696"	""	""	""	""	""	""	""	""	""	""	""	" 6.209829"	""	" 6.177579"	""	" 5.665262"	""	""	""	""	""	""	""	" 5.871897"	""	""	" 5.823093"	" 5.936670"	""	""	""	""	""	""
""	""	""	""	""	" 927.24394"	""	""	""	"1088.30349"	""	""	""	""	""	""	""	""	""	""	""	" 9.316010"	" 8.853649"	" 9.841641"	" 9.226806"	" 9.310310"	" 8.997787"	" 9.722654"	" 9.648076"	" 9.021847"	" 9.226640"	" 8.595123"	" 9.852260"	" 8.717873"	" 8.873233"	" 8.896403"	" 9.263739"	" 9.400102"	" 8.571200"	" 8.523694"	" 8.087595"	""	" 7.884607"	" 8.499912"
""	""	""	""	""	" 927.57947"	""	""	""	"1088.70349"	""	""	""	""	""	""	""	""	""	""	""	" 5.719670"	""	""	""	""	""	" 8.559707"	" 8.486906"	" 9.191520"	" 8.607478"	" 8.532666"	" 8.712546"	" 9.385686"	" 8.498954"	" 9.299525"	" 8.455811"	""	""	""	" 8.222354"	""	""	""
""	""	""	""	""	" 927.75358"	""	""	""	" 320.42131"	""	""	""	""	""	""	""	""	""	""	""	" 6.059273"	" 5.965866"	" 5.509226"	" 5.686101"	""	" 5.244410"	""	""	""	""	""	" 5.558564"	" 5.851513"	" 5.881024"	" 5.558564"	" 5.145725"	""	""	""	""	""	""	""
""	""	""	""	""	" 927.74732"	""	""	""	"1088.27800"	""	""	""	""	""	""	""	""	""	""	""	" 9.404345"	"10.054647"	" 8.534253"	" 9.367504"	" 9.409342"	" 9.110760"	" 9.734997"	" 8.964032"	" 9.490928"	" 8.734990"	" 9.035540"	" 8.412291"	" 9.658003"	" 9.109869"	" 9.687750"	" 9.131637"	" 8.812643"	" 8.649990"	""	""	""	" 7.922829"	""
""	""	""	""	""	" 928.24388"	""	""	""	"1087.93026"	""	""	""	""	""	""	""	""	""	""	""	"10.115262"	"10.716077"	"10.617437"	"10.568794"	" 9.845708"	" 9.939444"	" 9.757897"	" 9.859304"	" 9.743120"	" 9.970495"	" 9.657534"	"10.622133"	"10.129051"	" 9.734858"	" 9.981277"	" 9.824636"	" 9.761543"	" 9.415672"	" 9.397012"	" 8.818875"	" 8.910242"	" 8.465907"	" 8.872479"
""	""	""	""	""	" 928.57975"	""	""	""	"1087.94250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 9.252738"	" 9.143046"	" 9.618784"	" 9.606175"	" 8.934397"	" 9.007876"	" 7.120839"	" 9.482748"	" 9.796681"	" 9.288362"	" 9.112837"	""	" 8.276358"	" 8.420068"	" 8.253703"	" 8.622470"	" 8.623376"
""	""	""	""	""	" 928.74733"	""	""	""	"1087.72108"	""	""	""	""	""	""	""	""	""	""	""	" 9.458034"	"10.253851"	" 9.599686"	" 9.477962"	"10.086781"	"10.054271"	" 9.301278"	" 8.965522"	" 9.198959"	" 8.815390"	" 8.957493"	" 9.385386"	" 9.369655"	" 9.581052"	" 9.458716"	" 9.486526"	" 9.019288"	" 7.868791"	" 8.441562"	" 8.460801"	" 8.251251"	""	" 7.936614"
""	""	""	""	""	" 928.84686"	""	""	""	"1138.82103"	""	""	""	""	""	""	""	""	""	""	""	" 7.984767"	" 7.014059"	" 6.651324"	" 7.184732"	" 7.418920"	" 7.748053"	" 6.677466"	" 6.716459"	" 6.382993"	" 6.825069"	" 6.254721"	" 7.118936"	" 7.355268"	" 7.058380"	" 6.881822"	" 7.190067"	" 7.005869"	" 5.971548"	" 6.104543"	" 6.201693"	" 5.562219"	""	" 6.436735"
""	""	""	""	""	" 928.84404"	""	""	""	"  24.73751"	""	""	""	""	""	""	""	""	""	""	""	" 6.711565"	" 6.150006"	" 6.250840"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 929.24680"	""	""	""	"1088.81985"	""	""	""	""	""	""	""	""	""	""	""	" 9.600664"	" 9.522995"	" 9.309824"	" 9.664681"	"10.083811"	" 9.998374"	" 9.999096"	" 9.961689"	" 9.909404"	" 9.127837"	" 8.825612"	" 9.604738"	"10.076038"	" 9.389850"	"10.066035"	"10.049072"	"10.049869"	" 8.920564"	" 8.435018"	" 8.876645"	" 8.314440"	" 8.742475"	" 8.774570"
""	""	""	""	""	" 929.34757"	""	""	""	"1138.59049"	""	""	""	""	""	""	""	""	""	""	""	" 5.835933"	""	""	""	" 5.773159"	""	""	""	""	""	""	" 5.949016"	""	""	""	" 5.652237"	" 5.309613"	""	""	""	""	""	""
""	""	""	""	""	" 929.57896"	""	""	""	"1087.82282"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.447572"	""	""	""	""	""	" 8.555949"	" 8.040869"	" 7.548944"	" 8.511068"	""	""	""	""	""	""	""
""	""	""	""	""	" 929.74711"	""	""	""	"1088.33675"	""	""	""	""	""	""	""	""	""	""	""	" 9.073630"	" 9.084853"	" 8.977637"	""	" 8.057395"	""	" 7.888016"	""	" 8.110244"	" 7.875329"	" 7.663146"	" 7.871457"	""	" 8.613722"	""	" 8.027773"	""	""	""	""	""	" 5.718395"	""
""	""	""	""	""	" 929.84456"	""	""	""	"1139.54792"	""	""	""	""	""	""	""	""	""	""	""	" 5.771642"	""	" 5.302947"	" 4.838945"	""	""	" 5.406131"	""	""	" 5.746689"	""	" 5.970690"	" 5.777330"	" 5.791793"	" 5.772114"	" 5.643948"	""	""	" 5.195354"	""	""	""	""
""	""	""	""	""	" 930.24486"	""	""	""	"1087.73782"	""	""	""	""	""	""	""	""	""	""	""	" 8.739524"	""	""	""	""	""	" 8.429536"	" 7.402164"	""	" 7.656708"	""	""	" 7.572725"	""	" 8.388902"	" 8.343037"	" 8.297340"	""	""	""	""	""	""
""	""	""	""	""	" 930.83537"	""	""	""	"1139.44188"	""	""	""	""	""	""	""	""	""	""	""	" 6.192117"	" 5.299597"	" 5.518705"	""	""	""	""	" 5.536074"	""	""	""	""	""	""	" 5.619879"	" 5.312930"	""	""	""	""	""	""	""
""	""	""	""	""	" 932.78471"	""	""	""	"1140.63885"	""	""	""	""	""	""	""	""	""	""	""	" 6.081013"	" 6.040255"	" 5.895922"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 933.20890"	""	""	""	" 267.33529"	""	""	""	""	""	""	""	""	""	""	""	" 5.937676"	" 5.650098"	" 5.569931"	""	" 5.136488"	" 5.654592"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 933.23154"	""	""	""	"1095.11452"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.359826"	" 7.465577"	""	" 7.130566"	""	" 6.975563"	" 5.087300"	""	" 7.763878"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 933.35275"	""	""	""	" 373.32824"	""	""	""	""	""	""	""	""	""	""	""	" 5.828170"	""	" 5.569931"	""	" 5.909928"	" 5.645136"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 933.57192"	""	""	""	"1093.93877"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.662919"	" 7.516573"	" 7.618161"	""	" 7.603355"	" 7.558980"	" 6.208740"	""	" 6.153583"	""	" 6.123124"	""
""	""	""	""	""	" 933.80714"	""	""	""	"1140.22829"	""	""	""	""	""	""	""	""	""	""	""	" 6.295207"	" 5.571211"	" 5.258495"	""	" 5.941097"	" 5.643948"	""	""	""	""	""	""	" 5.812099"	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 933.71673"	""	""	""	" 267.12905"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.970839"	" 5.702822"	""	""	" 5.811093"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 933.90773"	""	""	""	"1094.38287"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.276656"	""	""	" 7.843690"	" 7.783384"	" 7.501471"	""	""	""	" 6.201446"	" 6.589070"	""	""	""	""
""	""	""	""	""	" 934.23992"	""	""	""	"1094.87328"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.290512"	""	" 7.022897"	" 7.174492"	""	" 7.621129"	""	" 7.565963"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 934.58952"	""	""	""	"1094.45218"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.830027"	""	""	""	""	" 6.498186"	" 6.690494"	""	" 6.821046"	""	""	""	""	""	""	""
""	""	""	""	""	" 935.23587"	""	""	""	"1095.46762"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.753106"	" 6.572294"	""	""	""	" 6.404898"	""	""	" 6.641287"	" 6.885264"	""	""	""	""	""	""
""	""	""	""	""	" 936.21665"	""	""	""	" 267.32916"	""	""	""	""	""	""	""	""	""	""	""	" 6.525639"	" 6.540788"	""	""	" 6.175485"	" 6.559049"	""	""	" 5.461864"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 936.23302"	""	""	""	"1095.02881"	""	""	""	""	""	""	""	""	""	""	""	" 8.215477"	" 8.213096"	" 8.582172"	" 8.230164"	""	" 8.163330"	" 7.139933"	" 6.886638"	" 7.192806"	" 7.091076"	""	""	""	""	""	""	""	""	" 5.590211"	""	""	""	""
""	""	""	""	""	" 936.72954"	""	""	""	"1095.41176"	""	""	""	""	""	""	""	""	""	""	""	""	" 8.150225"	""	""	""	""	" 7.161578"	" 7.044996"	""	" 6.740179"	""	" 7.437885"	""	""	""	""	" 7.089957"	""	""	""	""	""	""
""	""	""	""	""	" 936.71932"	""	""	""	" 267.18496"	""	""	""	""	""	""	""	""	""	""	""	" 6.412739"	""	""	""	" 6.381857"	" 6.320912"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 936.83541"	""	""	""	"1138.91610"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.718395"	""	""	""	" 5.268930"	""	""	""	""	" 5.792818"	""	" 5.826071"	""	" 5.969832"	" 5.649875"	""	""	""	""	""	""
""	""	""	""	""	" 938.22297"	""	""	""	"1095.90722"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.082385"	""	""	" 6.034639"	" 6.025750"	""	" 6.277064"	" 6.570883"	""	""	" 6.195548"	""	""	""	""	""	""
""	""	""	""	""	" 938.55462"	""	""	""	"1096.28530"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.935435"	""	" 5.764765"	""	" 6.426877"	""	""	" 6.127533"	""	" 6.155724"	""	""	""	""	""	""
""	""	""	""	""	" 938.80662"	""	""	""	"1139.57896"	""	""	""	""	""	""	""	""	""	""	""	" 6.544059"	""	""	" 5.858253"	" 5.673241"	""	""	""	""	""	""	" 5.503769"	""	""	""	""	" 5.307951"	""	""	""	""	""	""
""	""	""	""	""	" 938.89336"	""	""	""	"1095.55174"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.116885"	" 6.256011"	""	""	" 6.337689"	""	" 6.341248"	" 6.404342"	" 6.345384"	""	""	""	""	""	""	" 5.329351"	""	""
""	""	""	""	""	" 939.26499"	""	""	""	" 319.61313"	""	""	""	""	""	""	""	""	""	""	""	" 7.357851"	" 7.274878"	" 7.047156"	" 7.032279"	" 7.242004"	" 7.222718"	""	" 5.642956"	" 5.817111"	" 5.925068"	" 5.478837"	" 6.807606"	" 6.781049"	" 6.976819"	" 6.775893"	" 6.688405"	" 6.726981"	" 5.681607"	""	" 5.577584"	" 5.309613"	" 5.907033"	" 6.093985"
""	""	""	""	""	" 939.23031"	""	""	""	"1095.46020"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.551880"	""	""	""	""	" 6.500208"	" 6.652192"	""	" 6.740576"	""	""	""	""	""	""	""
""	""	""	""	""	" 939.56095"	""	""	""	"1095.87593"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.272001"	""	""	""	" 5.934005"	""	""	" 6.039454"	""	" 5.906952"	" 6.001098"	""	""	""	""	""	""
""	""	""	""	""	" 939.82149"	""	""	""	"1140.67034"	""	""	""	""	""	""	""	""	""	""	""	" 6.240611"	""	""	" 5.613770"	""	" 5.443145"	""	""	""	" 5.211975"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 940.27179"	""	""	""	" 320.07705"	""	""	""	""	""	""	""	""	""	""	""	" 6.613266"	" 6.528098"	" 6.292102"	" 6.349049"	" 6.249543"	" 6.472037"	""	" 5.391208"	""	""	" 5.153523"	""	" 6.251488"	" 6.286490"	" 5.867210"	""	" 5.969832"	""	""	""	""	""	""
""	""	""	""	""	" 940.82392"	""	""	""	"1140.15378"	""	""	""	""	""	""	""	""	""	""	""	" 5.765818"	""	" 5.480239"	""	" 5.560928"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 941.71580"	""	""	""	"1085.46678"	""	""	""	""	""	""	""	""	""	""	""	" 8.249563"	""	""	" 7.984106"	" 7.459597"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 943.20995"	""	""	""	"1096.66591"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.575040"	" 6.209829"	" 6.080244"	" 6.099278"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 943.71371"	""	""	""	"1096.63484"	""	""	""	""	""	""	""	""	""	""	""	" 6.389784"	""	""	""	" 6.615519"	""	""	""	""	""	""	""	" 5.748832"	" 5.217454"	""	" 6.307530"	" 5.733730"	""	""	""	""	""	""
""	""	""	""	""	" 944.19894"	""	""	""	" 267.18496"	""	""	""	""	""	""	""	""	""	""	""	" 5.626129"	""	" 5.367694"	""	" 5.729372"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 944.58604"	""	""	""	"1088.03179"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.778375"	" 6.121650"	""	""	""	" 8.668803"	" 7.690803"	" 8.100211"	" 8.167629"	" 7.608058"	" 8.295553"	" 8.414453"	" 7.921977"	" 8.319694"	" 8.818678"	" 8.186607"	""	" 6.838842"	""	""	" 6.709109"	""
""	""	""	""	""	" 944.82205"	""	""	""	"1139.39549"	""	""	""	""	""	""	""	""	""	""	""	" 6.561842"	""	" 6.239106"	" 5.353487"	" 6.209829"	" 5.874436"	""	""	""	""	""	" 5.484432"	" 5.662794"	""	""	" 5.246182"	" 5.200925"	""	""	""	""	""	""
""	""	""	""	""	" 944.91434"	""	""	""	"1089.33115"	""	""	""	""	""	""	""	""	""	""	""	""	" 8.810290"	""	" 8.563548"	""	" 6.411542"	" 8.628560"	" 8.691071"	" 8.630905"	" 8.554914"	" 8.681857"	" 9.274447"	" 9.297613"	" 9.252420"	" 8.552789"	" 9.166571"	" 8.597978"	" 7.079825"	" 7.699168"	""	""	""	" 7.305962"
""	""	""	""	""	" 945.24989"	""	""	""	"1088.68353"	""	""	""	""	""	""	""	""	""	""	""	" 9.346735"	" 9.224589"	""	" 8.931026"	""	""	" 9.638802"	" 8.663995"	" 9.108390"	" 9.500023"	" 9.427501"	" 9.672575"	" 9.623462"	" 8.605081"	" 9.025209"	" 8.900900"	" 9.627279"	" 7.678708"	" 8.480582"	" 8.068242"	" 7.677308"	""	" 7.655913"
""	""	""	""	""	" 945.58507"	""	""	""	"1088.26623"	""	""	""	""	""	""	""	""	""	""	""	" 8.454617"	" 6.589070"	" 9.080348"	" 8.331253"	" 8.331010"	" 8.106307"	" 9.786408"	" 8.965658"	" 9.638774"	" 8.923356"	" 9.577461"	" 9.792969"	" 9.784966"	" 9.082336"	" 8.923639"	" 8.969762"	" 9.790982"	""	" 8.830732"	" 8.580779"	" 8.073652"	""	" 8.189316"
""	""	""	""	""	" 945.91708"	""	""	""	"1087.96453"	""	""	""	""	""	""	""	""	""	""	""	" 9.310941"	" 9.225582"	" 9.053591"	" 8.250549"	" 8.191552"	" 8.232221"	" 9.718066"	" 9.687833"	" 9.572012"	" 8.932314"	" 9.543179"	" 9.385816"	" 8.772698"	" 9.719589"	" 8.908295"	" 8.916032"	" 9.253515"	" 8.066617"	""	" 8.064501"	" 6.463946"	""	" 7.783524"
""	""	""	""	""	" 946.25187"	""	""	""	"1088.54799"	""	""	""	""	""	""	""	""	""	""	""	" 9.167892"	" 8.256497"	" 7.875201"	" 7.851555"	""	" 7.949975"	" 8.559669"	" 9.392458"	" 8.910787"	" 9.287710"	" 9.291985"	" 8.778356"	" 8.729842"	" 8.822299"	" 9.471451"	" 8.918565"	" 9.083557"	" 7.729021"	""	" 8.367431"	" 7.721306"	""	""
""	""	""	""	""	" 946.58491"	""	""	""	"1088.82124"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.284612"	""	" 7.428747"	""	" 9.016641"	" 8.166580"	" 8.837975"	" 8.305678"	" 8.811005"	" 9.023930"	" 9.020914"	" 9.013700"	" 7.828140"	" 8.452376"	" 8.534650"	""	""	""	""	" 7.477812"	""
""	""	""	""	""	" 946.91951"	""	""	""	"1085.03457"	""	""	""	""	""	""	""	""	""	""	""	" 6.325149"	""	""	""	""	""	""	" 8.355164"	" 7.712638"	""	""	" 8.021667"	" 7.593419"	" 8.042491"	" 7.566833"	" 7.913079"	" 7.788828"	""	""	""	""	""	""
""	""	""	""	""	" 948.81586"	""	""	""	"1139.93130"	""	""	""	""	""	""	""	""	""	""	""	" 6.196232"	""	""	""	" 5.244410"	""	""	""	""	""	""	" 5.454706"	" 5.663686"	" 5.321174"	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 951.57676"	""	""	""	"1093.80888"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 7.023559"	" 6.185220"	" 6.909705"	""	""	" 7.647290"	" 7.270597"	""	" 7.112386"	""	""	""	""	""	""	""
""	""	""	""	""	" 951.91167"	""	""	""	"1095.43644"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.211852"	" 5.872546"	""	" 6.458965"	""	""	""	""	""	" 6.221242"	""	""	""	""	""	""
""	""	""	""	""	" 952.75204"	""	""	""	"1088.05629"	""	""	""	""	""	""	""	""	""	""	""	" 8.932066"	" 7.893924"	""	" 8.733900"	" 7.974324"	" 8.104684"	" 8.259609"	" 8.279943"	" 7.828629"	""	""	" 7.396952"	" 7.759730"	" 7.875712"	" 8.452629"	" 5.766870"	" 7.438280"	""	""	""	""	""	""
""	""	""	""	""	" 953.24956"	""	""	""	"1088.48503"	""	""	""	""	""	""	""	""	""	""	""	" 9.621400"	" 8.961953"	" 8.824772"	" 8.556078"	" 9.453460"	" 9.415055"	" 8.593692"	" 8.538078"	" 8.073164"	" 8.917474"	" 8.949231"	" 9.107335"	" 8.582235"	" 9.051033"	" 9.004868"	" 8.585024"	" 8.459449"	""	""	""	""	""	""
""	""	""	""	""	" 953.75175"	""	""	""	"1088.54799"	""	""	""	""	""	""	""	""	""	""	""	"10.045156"	" 9.985883"	" 9.909387"	" 9.925326"	" 9.889909"	" 9.218075"	" 8.701688"	" 9.466574"	" 8.699720"	" 8.820216"	" 8.801228"	" 9.547379"	" 8.759495"	" 8.804004"	" 8.720098"	" 8.819471"	" 8.710091"	" 8.110811"	""	""	""	""	" 7.566311"
""	""	""	""	""	" 954.25097"	""	""	""	"1088.64253"	""	""	""	""	""	""	""	""	""	""	""	"10.377697"	"10.297568"	"10.207490"	" 9.552098"	" 9.563316"	"10.117941"	" 8.988022"	" 9.195245"	" 8.897920"	" 9.608299"	" 8.728226"	" 8.859298"	" 9.516757"	" 9.819998"	" 9.260442"	" 8.769768"	" 9.778039"	" 8.361155"	" 8.217730"	""	""	" 7.428347"	" 7.791331"
""	""	""	""	""	" 954.75325"	""	""	""	"1088.36838"	""	""	""	""	""	""	""	""	""	""	""	" 9.376906"	" 9.658175"	" 9.331578"	" 9.525327"	"10.052507"	" 9.968494"	" 9.130570"	" 9.021279"	" 9.578102"	" 8.903963"	" 9.562367"	" 9.144016"	" 9.221071"	" 9.008986"	" 9.177660"	" 9.183285"	" 9.152632"	" 8.267683"	" 8.219180"	" 7.037941"	" 7.492623"	" 7.553358"	" 7.469800"
""	""	""	""	""	" 955.25351"	""	""	""	"1088.38868"	""	""	""	""	""	""	""	""	""	""	""	" 9.870425"	" 9.313619"	" 9.016804"	" 9.109981"	" 9.210478"	" 9.627345"	" 8.059734"	" 8.633298"	" 8.427622"	" 8.700011"	" 9.120855"	" 8.760608"	" 8.097655"	" 8.510251"	" 8.546531"	" 8.682787"	" 8.768892"	""	" 7.849330"	" 6.212526"	""	""	""
""	""	""	""	""	" 955.75630"	""	""	""	"1088.54906"	""	""	""	""	""	""	""	""	""	""	""	" 8.318137"	""	" 8.929604"	" 8.816686"	" 8.338751"	" 8.723083"	" 5.766870"	" 5.929547"	" 7.631227"	" 8.377884"	" 7.395076"	" 7.638022"	" 7.666196"	" 8.480373"	" 7.804574"	" 7.526756"	" 7.996624"	""	""	""	""	""	""
""	""	""	""	""	" 956.90527"	""	""	""	"1096.32956"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.003591"	""	""	""	""	" 6.069425"	""	" 6.081013"	""	""	" 6.018418"	" 6.571353"	" 6.005249"	" 6.297065"	""	""	""	""	""	""	""
""	""	""	""	""	" 957.57235"	""	""	""	"1095.88426"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.494959"	" 5.366126"	" 5.207838"	""	""	" 5.655768"	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 958.23372"	""	""	""	" 320.42238"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.440234"	""	" 5.454833"	" 5.240858"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 960.20755"	""	""	""	"1097.48419"	""	""	""	""	""	""	""	""	""	""	""	" 6.580251"	""	""	""	""	""	""	" 5.914238"	""	""	""	""	" 6.427963"	""	" 6.017600"	" 6.100785"	" 6.044247"	""	""	""	""	""	""
""	""	""	""	""	" 960.80443"	""	""	""	"1139.75727"	""	""	""	""	""	""	""	""	""	""	""	" 6.084080"	" 5.424069"	""	" 5.326088"	""	""	""	""	""	""	""	""	""	""	""	""	" 4.970813"	""	""	""	""	""	""
""	""	""	""	""	" 961.24733"	""	""	""	" 320.30974"	""	""	""	""	""	""	""	""	""	""	""	" 6.691329"	" 6.151601"	" 6.671646"	" 6.595518"	" 6.377968"	" 6.338877"	""	""	" 5.454706"	""	""	""	" 5.677849"	" 6.164241"	""	""	" 6.150722"	""	""	""	""	""	""
""	""	""	""	""	" 961.92300"	""	""	""	"1085.59019"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.147214"	" 8.715892"	" 7.687374"	""	" 7.663527"	" 8.776834"	" 8.232578"	" 8.323616"	" 8.248793"	" 7.946096"	""	""	""	""	""	""	""
""	""	""	""	""	" 962.25133"	""	""	""	"1089.40511"	""	""	""	""	""	""	""	""	""	""	""	" 8.903368"	" 9.417951"	" 8.794170"	" 8.673011"	" 8.674500"	" 8.296525"	" 9.460696"	" 9.338784"	" 8.699171"	" 8.447272"	" 8.254664"	" 8.713834"	" 8.847583"	" 8.876522"	" 8.826500"	" 8.741294"	" 9.414040"	""	""	""	""	""	""
""	""	""	""	""	" 962.58802"	""	""	""	"1087.87251"	""	""	""	""	""	""	""	""	""	""	""	" 9.288737"	""	" 8.231774"	""	""	""	" 9.060094"	" 8.894700"	" 9.454303"	" 8.819372"	" 8.682450"	" 8.984315"	" 8.667586"	" 9.560337"	" 9.037302"	" 9.543875"	" 9.582048"	" 7.820807"	" 7.583553"	""	" 7.784084"	""	" 8.327848"
""	""	""	""	""	" 962.73927"	""	""	""	"1095.26858"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.735940"	""	""	""	" 6.751242"	""	" 7.300305"	""	" 7.387808"	" 6.753989"	" 7.475720"	""	""	""	""	""	""
""	""	""	""	""	" 962.83700"	""	""	""	"  24.40140"	""	""	""	""	""	""	""	""	""	""	""	" 6.006077"	" 5.645136"	" 5.814107"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 962.83526"	""	""	""	"1138.88114"	""	""	""	""	""	""	""	""	""	""	""	" 6.713372"	""	""	""	" 5.329351"	" 6.453159"	" 6.489463"	" 5.614995"	""	" 5.856332"	" 5.752039"	" 6.331730"	" 6.763349"	" 6.043450"	" 6.056128"	" 6.318492"	" 6.388091"	""	""	""	""	""	" 5.872082"
""	""	""	""	""	" 962.92379"	""	""	""	"1087.95361"	""	""	""	""	""	""	""	""	""	""	""	" 8.840410"	" 9.337661"	" 8.567710"	" 8.213096"	" 8.066928"	" 8.956208"	" 9.758907"	" 9.648575"	" 9.627921"	" 9.638202"	" 9.066011"	" 9.708614"	" 9.157496"	" 9.063563"	" 9.123448"	" 9.040201"	" 9.690476"	""	" 7.915865"	" 8.521726"	""	""	""
