"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"pos_MM8_1.F.8_01_5674"	"pos_MM8_1.F.8_01_5683"	"pos_MM8_1.F.8_01_5692"	"pos_MM8_1.F.8_01_5701"	"pos_MM8_1.F.8_01_5710"	"pos_MM8_1.F.8_01_6577"	"pos_MM8_1.F.8_01_6586"	"pos_MM8_1.F.8_01_6595"	"pos_MM8_1.F.8_01_6604"	"pos_MM8_1.F.8_01_6615"	"pos_MM8_1.F.8_01_7103"	"pos_MM8_1.F.8_01_7104"	"pos_MM8_1.F.8_01_7113"	"pos_MM8_1.F.8_01_7122"	"pos_MM8_1.F.8_01_7131"	"pos_MM8_1.F.8_01_7145"	"pos_MM8_1.F.8_01_7153"	"pos_MM8_1.F.8_01_7360"	"pos_MM8_1.F.8_01_7361"	"pos_MM8_1.F.8_01_7362"	"pos_MM8_1.F.8_01_7365"	"pos_MM8_1.F.8_01_7366"	"pos_MM8_1.F.8_01_7394"	"pos_MM8_1.F.8_01_7397"	"pos_MM8_1.F.8_01_7405"	"pos_MM8_1.F.8_01_7414"	"pos_MM8_1.F.8_01_7423"	"pos_MM8_1.F.8_01_7433"
""	""	""	""	""	" 619.15600"	""	""	""	"1096.07637"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.351896"	""	""	" 5.664004"	""	" 5.338736"	""	""	""	" 5.323722"	""	" 5.357454"	""	""	" 6.412668"	" 6.102290"	" 6.618143"	" 6.209153"	" 6.930947"	" 7.916901"
""	""	""	""	""	" 619.11573"	""	""	""	" 971.39758"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.075882"	""	" 9.619649"	" 9.638093"	" 9.600983"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 619.22060"	""	""	""	" 372.85281"	""	""	""	""	""	""	""	""	""	""	""	" 6.800753"	" 6.575705"	" 6.634856"	" 6.606792"	" 6.718323"	" 8.307024"	" 7.781703"	" 8.182448"	" 8.292304"	" 8.270554"	" 7.977466"	" 7.965775"	" 7.834145"	" 8.009212"	" 8.173976"	" 8.112571"	" 8.082098"	" 7.453386"	" 7.430740"	" 7.513460"	" 7.562478"	" 7.561779"	" 8.050731"	" 8.356822"	" 8.376043"	" 8.365697"	" 8.054838"	" 8.391864"
""	""	""	""	""	" 619.46383"	""	""	""	" 975.89749"	""	""	""	""	""	""	""	""	""	""	""	" 7.467883"	""	""	""	" 7.002513"	" 6.463167"	" 5.845699"	""	" 6.676620"	" 6.343915"	""	""	""	""	""	""	""	""	""	""	" 5.605155"	""	""	" 8.580848"	""	""	""	" 6.330275"
""	""	""	""	""	" 619.64276"	""	""	""	"1096.93829"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.461817"	" 6.225531"	""	" 6.342363"	" 6.148507"	" 5.916074"	" 5.961718"	""	" 6.273940"	" 6.188917"	" 6.129543"	""	""	" 5.959617"	" 6.281569"	""	" 5.624294"	" 5.587557"	" 5.749991"	" 5.951874"	""	" 6.971178"	" 6.792390"	" 6.762506"	" 6.784174"	" 6.727702"	" 7.054935"
""	""	""	""	""	" 619.82645"	""	""	""	"1141.22481"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.646495"	" 5.737046"	" 5.632522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.333526"	""	""	""	""
""	""	""	""	""	" 620.11570"	""	""	""	" 971.80227"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 8.944442"	""	" 8.745992"	" 7.934691"	" 8.882136"	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 620.14643"	""	""	""	"1096.74726"	""	""	""	""	""	""	""	""	""	""	""	" 7.341453"	" 7.205105"	""	""	""	" 6.888171"	" 6.810739"	" 6.741965"	" 6.808768"	" 6.687567"	" 6.745283"	" 6.792520"	" 6.584212"	" 6.811302"	" 6.893323"	" 6.723428"	" 6.677048"	" 6.428661"	" 6.422563"	" 6.338879"	" 6.358402"	" 6.369513"	" 7.694428"	" 7.556292"	" 7.453332"	" 7.368898"	" 7.370213"	" 7.478919"
""	""	""	""	""	" 620.22633"	""	""	""	" 372.88286"	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.628369"	""	" 5.872546"	" 7.420423"	" 6.964514"	" 6.913291"	" 7.311811"	" 7.362544"	" 7.028739"	" 7.094149"	" 6.517730"	" 7.006173"	" 6.917389"	" 7.023082"	" 7.089677"	" 6.351263"	" 6.293966"	" 6.449446"	" 6.580251"	" 6.587219"	" 7.170812"	" 7.352472"	" 7.403894"	" 7.466923"	" 7.090797"	" 7.476372"
""	""	""	""	""	" 620.64601"	""	""	""	"1096.93093"	""	""	""	""	""	""	""	""	""	""	""	" 7.293744"	" 7.207003"	" 7.227941"	" 7.165797"	" 7.182918"	" 7.155537"	" 7.123546"	" 6.861128"	" 7.083072"	" 7.047064"	" 6.945761"	" 6.863241"	" 6.886955"	" 6.739067"	" 6.762079"	" 6.798305"	" 6.940445"	" 6.731204"	" 6.246360"	" 6.474784"	" 6.503506"	" 6.412915"	" 7.676953"	" 7.736847"	" 7.717578"	" 7.591500"	" 7.339379"	" 7.686351"
""	""	""	""	""	" 620.82117"	""	""	""	"1140.83474"	""	""	""	""	""	""	""	""	""	""	""	" 6.141406"	" 6.107077"	""	" 6.074855"	" 5.619190"	" 6.299913"	""	""	""	""	""	""	""	""	""	""	" 4.940041"	""	""	""	""	""	""	" 5.925792"	""	""	""	""
""	""	""	""	""	" 621.14807"	""	""	""	"1096.62234"	""	""	""	""	""	""	""	""	""	""	""	""	" 8.018034"	""	" 7.915779"	""	" 6.461113"	" 6.512241"	" 6.380794"	" 6.828446"	" 6.747631"	" 6.658071"	" 6.630364"	" 6.756479"	" 6.492053"	" 6.451144"	" 6.684229"	" 6.565555"	" 6.401585"	" 6.332610"	" 6.244757"	" 6.348203"	" 6.280407"	" 7.588042"	" 7.441169"	" 7.457686"	" 7.352343"	" 7.192049"	" 7.426445"
""	""	""	""	""	" 621.24378"	""	""	""	" 372.76497"	""	""	""	""	""	""	""	""	""	""	""	" 5.755236"	" 5.925966"	""	" 5.471800"	""	" 7.259800"	" 6.789026"	" 7.189902"	" 7.146041"	" 7.277353"	" 7.119565"	" 7.209859"	" 6.803674"	" 7.123009"	" 7.117785"	" 6.961015"	" 7.257894"	" 6.914389"	" 6.819213"	" 6.711156"	" 6.694661"	" 6.835236"	" 7.347932"	" 7.660039"	" 7.524945"	" 7.454164"	" 7.360623"	" 7.605476"
""	""	""	""	""	" 621.64929"	""	""	""	"1096.68272"	""	""	""	""	""	""	""	""	""	""	""	" 6.408844"	" 6.294480"	" 5.599012"	" 8.116584"	""	""	""	""	""	""	""	" 5.495509"	" 5.470755"	" 6.451676"	" 5.246392"	" 5.845916"	""	""	" 5.614774"	" 5.390837"	""	""	" 6.532781"	" 6.618517"	" 6.348346"	" 6.171608"	" 6.176185"	" 6.289344"
""	""	""	""	""	" 622.05469"	""	""	""	" 530.90866"	""	""	""	""	""	""	""	""	""	""	""	" 7.021884"	" 6.841359"	" 6.531828"	""	" 6.633193"	" 6.771083"	" 5.819109"	" 6.341840"	" 6.335905"	" 6.326574"	""	" 6.209153"	""	""	" 6.345973"	" 6.334808"	" 6.409332"	" 7.582869"	" 7.171915"	" 7.181160"	" 7.257508"	" 7.260156"	" 7.797698"	" 7.519377"	" 7.123622"	" 6.920711"	" 6.781049"	" 7.418517"
""	""	""	""	""	" 622.14428"	""	""	""	" 266.89603"	""	""	""	""	""	""	""	""	""	""	""	" 8.909834"	" 9.033402"	" 9.011126"	" 8.975515"	" 8.883675"	" 8.842451"	" 8.657183"	" 8.929002"	" 8.832254"	" 8.918815"	" 7.723726"	" 7.659672"	" 7.707369"	" 7.795675"	" 7.853572"	" 8.136519"	" 8.153711"	" 6.482887"	" 6.775311"	" 6.704591"	" 6.758977"	" 6.720234"	" 8.193876"	" 8.464093"	" 8.621683"	" 8.580232"	" 8.483158"	" 8.607570"
""	""	""	""	""	" 622.15153"	""	""	""	"1088.15061"	""	""	""	""	""	""	""	""	""	""	""	" 8.195903"	" 8.300861"	" 8.132039"	" 8.224634"	" 8.114142"	""	""	""	""	" 5.739957"	""	""	""	" 5.669433"	""	""	" 5.384674"	""	""	""	""	""	" 6.036423"	""	""	""	" 5.299617"	" 6.936596"
""	""	""	""	""	" 622.24964"	""	""	""	" 372.54768"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.912421"	" 6.202169"	" 5.547924"	""	" 6.204899"	" 5.899612"	" 5.784588"	" 5.941980"	" 6.017019"	" 6.096257"	" 5.514654"	" 5.249715"	""	" 5.580122"	""	" 5.169384"	" 6.323624"	" 6.394847"	" 6.169878"	" 6.357690"	" 6.020052"	" 6.615624"
""	""	""	""	""	" 622.64561"	""	""	""	" 266.72817"	""	""	""	""	""	""	""	""	""	""	""	" 8.686997"	" 8.700572"	" 8.545134"	" 8.577311"	" 8.611217"	" 8.477720"	" 8.374106"	" 8.656388"	" 8.510251"	" 8.728083"	" 7.309295"	" 7.348385"	" 7.352903"	" 7.432730"	" 7.619494"	" 7.764904"	" 7.806901"	" 6.167064"	" 6.336500"	" 6.110527"	" 6.198539"	" 6.488059"	" 7.916600"	" 8.117664"	" 8.306330"	" 8.206142"	" 8.124286"	" 8.320981"
""	""	""	""	""	" 622.83923"	""	""	""	"1140.24064"	""	""	""	""	""	""	""	""	""	""	""	" 8.069363"	" 7.887085"	" 7.737591"	" 7.852738"	" 7.780149"	" 6.479717"	" 6.005470"	" 6.144338"	""	" 6.093938"	" 6.270735"	""	" 6.401214"	" 6.580473"	" 5.872882"	" 6.668322"	" 6.299613"	" 5.674068"	""	""	" 5.630351"	" 5.536165"	" 6.493567"	" 6.934806"	" 7.215090"	" 6.804491"	" 6.983919"	" 6.636350"
""	""	""	""	""	" 622.83861"	""	""	""	"  23.90554"	""	""	""	""	""	""	""	""	""	""	""	" 6.109970"	""	" 6.076394"	" 5.930630"	" 5.654845"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 623.06079"	""	""	""	" 530.88654"	""	""	""	""	""	""	""	""	""	""	""	" 7.225501"	" 7.116212"	" 7.048144"	" 6.957279"	" 6.888531"	" 7.368284"	" 7.188546"	" 7.556349"	" 7.402871"	" 7.500721"	" 6.931925"	""	" 6.720924"	" 6.766936"	" 6.975877"	" 6.961109"	" 6.841928"	" 8.128359"	" 7.780721"	" 7.775938"	" 7.977795"	" 7.823021"	" 8.403734"	" 7.999673"	" 7.871563"	" 7.669025"	" 7.490352"	" 7.860278"
""	""	""	""	""	" 622.99519"	""	""	""	"1100.29317"	""	""	""	""	""	""	""	""	""	""	""	" 6.142663"	" 5.855673"	""	""	""	""	""	" 7.051229"	""	" 6.793731"	""	" 7.269225"	" 6.182149"	" 6.504829"	" 6.194216"	" 6.153694"	" 6.281298"	""	" 7.591024"	" 7.049997"	""	""	" 7.824639"	""	""	" 6.867361"	" 6.548820"	" 7.823748"
""	""	""	""	""	" 623.14479"	""	""	""	" 267.03844"	""	""	""	""	""	""	""	""	""	""	""	" 8.134191"	" 8.281237"	" 8.221086"	" 8.167152"	" 8.205140"	" 8.111664"	" 7.964211"	" 8.219078"	" 8.180133"	" 8.279772"	" 6.923880"	" 6.749407"	" 6.915245"	" 7.375370"	" 7.135365"	" 7.468116"	" 7.477131"	" 6.197712"	" 5.849578"	" 5.695038"	" 6.234588"	" 6.151247"	" 7.612863"	" 7.827860"	" 7.988610"	" 7.928368"	" 7.789107"	" 8.062011"
""	""	""	""	""	" 623.64520"	""	""	""	" 267.02938"	""	""	""	""	""	""	""	""	""	""	""	" 7.381552"	" 7.299181"	" 7.349373"	" 7.442601"	" 7.296440"	" 7.285446"	" 7.276424"	" 7.235631"	" 7.431338"	" 7.498592"	" 5.996317"	" 6.156319"	" 5.704153"	" 6.372719"	" 6.602068"	" 6.435535"	" 6.647408"	""	""	" 4.918467"	""	""	" 6.805164"	" 6.869750"	" 7.109576"	" 7.100321"	" 6.967683"	" 7.320017"
""	""	""	""	""	" 623.85989"	""	""	""	"1139.99701"	""	""	""	""	""	""	""	""	""	""	""	" 6.500921"	" 5.477593"	" 6.158771"	" 5.986854"	""	""	""	""	""	""	""	""	" 5.190425"	""	""	""	""	""	""	""	""	""	" 6.038653"	""	""	""	""	" 6.134152"
""	""	""	""	""	" 624.06354"	""	""	""	" 530.86277"	""	""	""	""	""	""	""	""	""	""	""	" 6.177691"	" 6.174786"	" 6.072028"	" 5.971659"	" 5.694225"	" 6.350676"	" 6.247594"	" 6.385262"	" 6.532998"	" 6.221452"	" 5.627161"	" 6.028251"	" 5.549232"	""	" 5.650063"	" 5.832198"	" 5.748832"	" 7.059535"	" 6.784974"	" 6.606477"	" 6.987957"	""	" 7.316913"	" 6.856759"	" 6.533568"	" 6.622779"	" 6.535926"	" 6.802928"
""	""	""	""	""	" 624.14584"	""	""	""	" 266.94899"	""	""	""	""	""	""	""	""	""	""	""	" 6.472556"	" 6.247218"	" 6.618378"	" 6.459144"	" 6.463691"	" 6.292724"	""	" 6.395003"	" 6.328736"	" 6.095500"	""	""	""	" 5.527116"	""	" 5.964857"	""	""	""	""	""	""	""	""	" 5.547924"	" 5.918870"	" 5.773159"	""
""	""	""	""	""	" 624.64735"	""	""	""	" 267.13325"	""	""	""	""	""	""	""	""	""	""	""	" 5.274107"	""	""	""	" 5.284381"	" 5.282676"	""	" 5.501030"	" 5.378606"	" 5.425549"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 624.84338"	""	""	""	"1139.73886"	""	""	""	""	""	""	""	""	""	""	""	" 6.333230"	" 6.404903"	" 6.371500"	" 5.863359"	" 6.218117"	""	" 5.241625"	""	""	""	""	""	""	""	" 5.562183"	" 5.547087"	" 5.467184"	""	""	""	""	""	""	" 6.303555"	" 6.294954"	""	""	" 6.604460"
""	""	""	""	""	" 625.17426"	""	""	""	" 293.63053"	""	""	""	""	""	""	""	""	""	""	""	" 8.813993"	" 8.838618"	" 8.816273"	" 8.761898"	" 8.778363"	" 8.510358"	" 8.436623"	" 8.614250"	" 8.611828"	" 8.643004"	" 7.715865"	" 7.800795"	" 7.867977"	" 7.997261"	" 7.933969"	" 8.098983"	" 8.221169"	" 7.421304"	" 7.449679"	" 7.492337"	" 7.569090"	" 7.392128"	" 8.385839"	" 8.748305"	" 8.807270"	" 8.859751"	" 8.798897"	" 9.013496"
""	""	""	""	""	" 625.09553"	""	""	""	" 530.82893"	""	""	""	""	""	""	""	""	""	""	""	" 7.325934"	" 7.462109"	" 7.377989"	" 7.399694"	" 7.239454"	" 7.380086"	" 7.132446"	" 7.377359"	" 7.378828"	" 7.312458"	" 6.667689"	" 6.804792"	" 6.836680"	" 7.051710"	" 6.844025"	" 6.906431"	" 6.976654"	" 6.369846"	""	""	" 6.534774"	" 6.723904"	" 7.575837"	" 7.938174"	" 7.825325"	" 7.939971"	" 7.780019"	" 8.052488"
""	""	""	""	""	" 625.21313"	""	""	""	" 372.87733"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.185617"	" 5.900533"	" 5.770466"	""	""	" 5.689546"	""	""	""	" 6.193027"	" 6.153583"	" 6.026561"	""	""	""	""	""	""	" 6.357690"	" 6.040697"	" 6.266274"	" 6.260514"	" 6.493217"
""	""	""	""	""	" 625.31928"	""	""	""	" 589.34976"	""	""	""	""	""	""	""	""	""	""	""	" 6.114248"	" 5.863995"	" 5.713970"	""	" 6.117293"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 625.37461"	""	""	""	" 416.13440"	""	""	""	""	""	""	""	""	""	""	""	" 7.595785"	" 7.453759"	" 7.448506"	" 7.375887"	" 7.499614"	" 7.143513"	" 6.966100"	" 7.190067"	" 7.044703"	" 7.062706"	""	" 5.759482"	" 5.711751"	""	""	" 5.540039"	" 5.918765"	""	""	""	""	" 5.231921"	" 6.462118"	" 6.201756"	" 6.310587"	" 6.320506"	" 6.013619"	" 6.417595"
""	""	""	""	""	" 625.84865"	""	""	""	"1139.88724"	""	""	""	""	""	""	""	""	""	""	""	" 6.670622"	""	" 5.560888"	" 6.032095"	" 6.048512"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 5.033123"	" 5.348595"	""	" 5.510599"	" 5.387018"	""
""	""	""	""	""	" 626.17839"	""	""	""	" 293.73680"	""	""	""	""	""	""	""	""	""	""	""	" 7.718173"	" 7.726091"	" 7.691308"	" 7.690536"	" 7.610685"	" 7.484592"	" 7.391628"	" 7.501641"	" 7.560555"	" 7.410826"	" 6.731801"	" 6.505543"	" 6.729455"	" 6.783419"	" 6.909705"	" 6.852073"	" 6.923692"	" 6.383759"	" 6.033029"	" 6.092468"	" 6.382425"	" 6.257568"	" 7.314500"	" 7.533967"	" 7.646979"	" 7.738385"	" 7.452801"	" 7.865578"
""	""	""	""	""	" 626.08563"	""	""	""	"1098.77377"	""	""	""	""	""	""	""	""	""	""	""	" 6.519782"	" 6.082023"	""	" 6.038031"	" 6.051246"	" 6.667781"	" 6.707935"	" 6.347168"	" 6.802317"	" 6.638378"	" 6.681705"	" 6.782070"	" 6.218851"	" 6.427820"	" 6.174214"	" 6.414981"	" 6.307790"	" 7.190077"	""	" 7.449993"	" 6.535038"	" 7.150353"	" 7.405863"	" 7.246409"	" 7.395388"	" 6.966930"	" 7.000567"	" 7.246019"
""	""	""	""	""	" 626.09817"	""	""	""	" 530.77935"	""	""	""	""	""	""	""	""	""	""	""	" 6.527696"	" 6.506752"	" 6.327735"	" 6.223380"	""	" 6.168472"	" 5.984319"	" 6.534951"	" 6.282730"	" 6.265207"	" 5.760541"	""	" 5.856332"	" 5.894072"	" 5.813358"	" 5.925158"	" 6.066511"	""	" 5.641567"	" 5.573765"	""	""	" 6.379233"	" 6.916146"	" 6.852784"	" 7.113754"	" 6.518227"	" 7.030539"
""	""	""	""	""	" 626.37946"	""	""	""	" 416.05270"	""	""	""	""	""	""	""	""	""	""	""	" 6.303234"	" 6.255621"	" 6.431215"	" 6.326336"	" 6.327537"	""	" 5.510586"	" 6.087901"	" 5.533659"	" 5.778370"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.350302"	""	""	""	""	" 5.135893"
""	""	""	""	""	" 626.88503"	""	""	""	"1138.97170"	""	""	""	""	""	""	""	""	""	""	""	" 5.893838"	" 6.080328"	""	""	" 6.111412"	""	" 5.582000"	""	""	""	""	""	""	""	""	""	""	""	" 5.454376"	""	""	""	" 7.463822"	" 6.480036"	" 6.699964"	""	" 6.354804"	" 7.087425"
""	""	""	""	""	" 626.83596"	""	""	""	"  23.92318"	""	""	""	""	""	""	""	""	""	""	""	" 5.661694"	""	" 5.974115"	""	" 5.552021"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 627.09350"	""	""	""	"1097.79467"	""	""	""	""	""	""	""	""	""	""	""	" 6.771934"	" 6.519352"	" 6.537874"	" 6.294650"	" 6.428661"	" 7.122300"	" 6.946581"	" 6.649831"	" 6.946472"	" 6.770226"	" 7.338862"	" 7.223359"	" 6.900616"	" 6.701167"	" 6.632243"	" 6.733674"	" 6.524168"	" 7.267633"	" 7.528664"	" 7.607027"	" 7.050575"	" 7.181095"	" 7.765860"	" 7.468510"	" 7.690460"	" 7.111428"	" 7.313481"	" 7.600515"
""	""	""	""	""	" 627.18170"	""	""	""	" 293.85824"	""	""	""	""	""	""	""	""	""	""	""	" 6.105293"	" 6.187533"	" 6.144332"	" 5.955190"	" 6.109781"	" 5.565193"	""	" 6.214941"	" 6.062408"	" 6.065533"	" 5.538719"	""	""	""	" 5.688141"	""	""	""	""	""	""	""	" 5.737108"	""	" 5.864371"	" 6.407442"	""	" 6.534463"
""	""	""	""	""	" 627.46715"	""	""	""	" 785.23989"	""	""	""	""	""	""	""	""	""	""	""	" 5.832000"	" 6.060841"	" 5.764767"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 627.63331"	""	""	""	"1097.79735"	""	""	""	""	""	""	""	""	""	""	""	" 6.074015"	""	" 6.112149"	""	""	" 5.489765"	" 5.688985"	""	" 5.798395"	" 5.698985"	" 5.548844"	""	""	""	""	""	""	""	""	" 5.099998"	""	""	" 6.276596"	""	""	" 6.028745"	""	" 6.326672"
""	""	""	""	""	" 628.17586"	""	""	""	"1088.43437"	""	""	""	""	""	""	""	""	""	""	""	"10.075450"	" 9.299883"	"10.004441"	" 9.284125"	" 9.297595"	" 9.839487"	" 9.875697"	" 9.383421"	" 9.372512"	" 9.908326"	" 9.631443"	" 9.663917"	" 9.653191"	" 9.648481"	" 8.126316"	" 9.690266"	" 9.693253"	" 8.990299"	" 9.466471"	" 8.336558"	" 8.887518"	" 9.446240"	" 9.738168"	"10.096397"	"10.088027"	" 9.830524"	"10.409596"	"10.434257"
""	""	""	""	""	" 628.67578"	""	""	""	"1091.04640"	""	""	""	""	""	""	""	""	""	""	""	" 8.257060"	" 8.998800"	" 8.286249"	" 9.004906"	" 8.294044"	" 8.959698"	" 8.925791"	" 8.883780"	" 8.931675"	" 8.273798"	" 8.591384"	" 8.605400"	" 6.085296"	" 8.121324"	" 5.846670"	" 7.847095"	" 8.714520"	" 7.080639"	" 7.836976"	" 8.366227"	" 8.073696"	" 8.378968"	" 9.054632"	" 9.027357"	" 9.590861"	" 9.327258"	" 9.548800"	" 9.099199"
""	""	""	""	""	" 628.85730"	""	""	""	"1139.43243"	""	""	""	""	""	""	""	""	""	""	""	" 8.769044"	" 8.251049"	" 8.171706"	" 8.311432"	" 8.484881"	" 7.034359"	" 7.003519"	" 6.820912"	" 7.162785"	" 7.029347"	" 7.079824"	" 6.993688"	" 7.019746"	" 7.135035"	" 6.769322"	" 7.220599"	" 6.903152"	" 6.460421"	" 6.644662"	" 6.352658"	" 6.466139"	" 6.520591"	" 7.546294"	" 7.748132"	" 7.765144"	" 7.410571"	" 7.473689"	" 7.612747"
""	""	""	""	""	" 628.85562"	""	""	""	"  24.59536"	""	""	""	""	""	""	""	""	""	""	""	" 6.927869"	" 6.867493"	" 6.552360"	" 6.858979"	" 6.816488"	""	""	""	""	""	""	""	""	""	""	" 5.554637"	" 5.275826"	""	""	""	""	""	""	" 5.750971"	" 6.189509"	" 6.103193"	""	""
""	""	""	""	""	" 629.17727"	""	""	""	"1089.03256"	""	""	""	""	""	""	""	""	""	""	""	"10.893112"	"11.024237"	"10.916033"	"11.368699"	"11.328258"	"10.852406"	"10.566602"	" 8.844778"	"10.804097"	"11.344582"	"11.070692"	"10.638032"	"11.096781"	"11.089749"	"10.644925"	"10.802105"	"10.430763"	"10.891766"	"10.544080"	"10.231912"	"10.852116"	"10.839378"	"11.843789"	"11.936635"	"11.922174"	"11.440987"	"11.268876"	"11.893861"
""	""	""	""	""	" 629.12582"	""	""	""	" 267.37817"	""	""	""	""	""	""	""	""	""	""	""	" 6.413747"	""	" 6.398397"	""	" 6.287740"	" 6.373866"	""	" 6.382648"	" 6.642163"	" 6.738588"	" 6.192117"	" 6.149735"	" 6.480463"	" 6.792047"	" 7.320418"	" 7.476666"	" 7.231507"	""	""	""	""	""	" 5.990224"	" 6.309651"	" 6.651567"	" 7.114919"	" 7.022483"	" 6.396700"
""	""	""	""	""	" 629.12672"	""	""	""	" 231.89338"	""	""	""	""	""	""	""	""	""	""	""	""	" 6.417046"	" 6.411611"	" 6.575109"	" 6.544660"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
""	""	""	""	""	" 629.24202"	""	""	""	" 373.19515"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	" 6.152469"	""	" 6.108797"	" 6.173386"	" 5.898901"	""	" 5.487217"	""	" 5.623526"	" 6.071963"	""	" 6.033834"	""	""	" 5.522740"	" 5.377055"	""	""	" 5.929547"	""	" 6.128998"	" 5.761598"	" 6.081892"
""	""	""	""	""	" 629.51195"	""	""	""	"1085.92391"	""	""	""	""	""	""	""	""	""	""	""	" 9.236311"	" 9.105878"	" 9.196417"	" 9.055685"	" 9.276757"	" 9.575451"	" 9.003212"	" 9.258964"	" 9.581859"	" 9.459100"	" 8.924779"	" 8.475747"	" 8.493794"	" 8.407653"	" 8.874667"	" 8.947391"	" 8.974560"	" 8.662017"	" 8.718996"	" 8.008415"	" 8.612830"	" 8.582086"	" 9.832362"	" 9.537174"	" 9.883252"	" 9.902284"	" 9.836532"	" 9.812925"
""	""	""	""	""	" 629.62884"	""	""	""	" 267.41486"	""	""	""	""	""	""	""	""	""	""	""	" 6.454217"	""	" 6.437373"	""	""	" 6.309976"	""	" 6.329336"	" 6.100785"	" 6.314933"	" 5.714245"	""	" 6.232527"	" 6.867531"	" 7.107272"	" 7.323828"	" 7.141264"	""	""	""	""	""	""	" 6.306917"	" 6.722734"	" 7.067953"	" 6.991449"	""
""	""	""	""	""	" 629.67823"	""	""	""	"1088.09820"	""	""	""	""	""	""	""	""	""	""	""	"10.507213"	"10.299333"	"10.253515"	"10.159737"	"10.745575"	"10.295694"	"10.698118"	"10.753539"	"10.744053"	"10.049468"	" 9.344230"	" 9.873396"	" 9.937167"	"10.054218"	"10.420472"	"10.068532"	"10.435148"	" 9.795694"	" 9.725141"	"10.201410"	"10.151536"	"10.189502"	"11.386493"	"11.441920"	"11.132121"	"11.386888"	"10.789326"	"11.162967"
""	""	""	""	""	" 629.84275"	""	""	""	"1087.78657"	""	""	""	""	""	""	""	""	""	""	""	" 9.379192"	" 9.717205"	" 9.636152"	" 9.665440"	" 9.654192"	" 9.590541"	" 9.688567"	" 9.709571"	" 9.729105"	" 9.801947"	" 8.998775"	" 9.509274"	" 9.526966"	" 9.523834"	" 9.231905"	" 9.545088"	" 9.125778"	" 8.964709"	" 8.485080"	" 9.025820"	" 8.900600"	" 9.027143"	"10.189403"	"10.253487"	"10.314233"	"10.220177"	"10.200893"	"10.216981"
""	""	""	""	""	" 629.85842"	""	""	""	"1139.62264"	""	""	""	""	""	""	""	""	""	""	""	" 6.783891"	" 6.478414"	" 5.642841"	" 6.162132"	" 6.062625"	" 5.808683"	" 5.650675"	""	" 5.698055"	""	""	" 5.988150"	""	""	" 5.562183"	""	" 5.229599"	""	""	""	""	" 5.119433"	" 6.870869"	" 6.136680"	" 6.441197"	" 5.673241"	" 6.011761"	" 6.436295"
""	""	""	""	""	" 630.06077"	""	""	""	" 530.77722"	""	""	""	""	""	""	""	""	""	""	""	" 5.456269"	" 5.302947"	""	" 5.213916"	""	""	""	" 5.569931"	" 5.476028"	""	""	""	""	" 5.113914"	""	""	""	""	""	""	""	""	""	""	""	""	" 5.747761"	" 5.637984"
""	""	""	""	""	" 630.17863"	""	""	""	"1088.34318"	""	""	""	""	""	""	""	""	""	""	""	"11.716818"	"11.929190"	"11.870140"	"12.300364"	"11.644175"	"11.829429"	"12.260668"	"11.877072"	"12.276797"	"12.013716"	"12.022942"	"11.665201"	"11.021786"	"11.486474"	"12.019149"	"12.055520"	"11.499646"	"11.191388"	"11.873645"	"11.846614"	"11.782747"	"11.795900"	"12.817570"	"12.927417"	"12.866417"	"12.834519"	"12.860033"	"12.911954"
