"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Site]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Harvest date]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Fresh weight]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"
"ALB38_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"1.0728"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN496"
"ALB38_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"1.4162"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN498"
"ALB38_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.8598"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN499"
"ALB38_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"24.09.2014"	""	""	"0.8208"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN500"
"ALB47_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.2332"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN521"
"ALB47_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.6182"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN522"
"ALB47_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.4141"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN523"
"ALB47_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"1.3412"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN524"
"ALB47_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.4408"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN525"
"ALB47_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.884"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN526"
"ALB47_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.6833"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN527"
"ALB47_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.8287"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN528"
"ALB47_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"23.09.2014"	""	""	"0.6299"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN529"
"SCH_blank 1 day 1"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-08-25"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN541"
"SCH_blank 2 day 1"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-08-25"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN542"
"SCH_blank 3 day 2"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-08-26"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN543"
"SCH_blank 5 day 3"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-08-27"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN545"
"SCH_blank 6 day 3"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-08-27"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN546"
"SCH_blank 7 day 4"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-08-28"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN547"
"SCH_blank 8 day 4"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-08-28"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN548"
"SCH_blank 9 day 5"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-08-29"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN549"
"SCH_blank 10 day 5"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-08-29"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN550"
"SCH_blank 12 day 6"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-09-01"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN552"
"SCH_blank 13 day 7 "	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-09-02"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN553"
"SCH_blank 14 day 7"	"blank"	""	""	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"2014-09-02"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN554"
"HAI_blank 1 day 1"	"blank"	""	""	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"2014-09-08"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN561"
"HAI_blank 2 day 1"	"blank"	""	""	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"2014-09-08"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN562"
"HAI_blank 3 day 2"	"blank"	""	""	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"2014-09-09"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN563"
"HAI_blank 4 day 2"	"blank"	""	""	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"2014-09-09"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN564"
"HAI_blank 5 day 3 "	"blank"	""	""	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"2014-09-10"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN565"
"HAI_blank 6 day 3"	"blank"	""	""	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"2014-09-10"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN566"
"HAI_blank 7 day 4"	"blank"	""	""	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"2014-09-11"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN567"
"HAI_blank 8 day 4"	"blank"	""	""	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"2014-09-11"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN568"
"HAI_blank 9 day 5"	"blank"	""	""	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"2014-09-12"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN569"
"HAI_blank 10 day 5"	"blank"	""	""	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"2014-09-12"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN570"
"ALB_blank 1 day 1"	"blank"	""	""	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"2014-09-22"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN581"
"ALB_blank 2 day 1"	"blank"	""	""	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"2014-09-22"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN582"
"ALB_blank 3 day 2"	"blank"	""	""	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"2014-09-23"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN583"
"ALB_blank 4 day 2"	"blank"	""	""	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"2014-09-23"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN584"
"ALB_blank 5 day 3"	"blank"	""	""	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"2014-09-24"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN585"
"ALB_blank 6 day 3"	"blank"	""	""	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"2014-09-24"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN586"
"ALB_blank 7 day 4"	"blank"	""	""	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"2014-09-25"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN587"
"ALB_blank 8 day 4"	"blank"	""	""	"Exudate"	""	""	"Regierungsbezirk Schwaben"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00009272"	"2014-09-25"	""	""	"0"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN588"
"HAI09_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.1055"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN601"
"HAI09_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.348"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN602"
"HAI09_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.7639"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN604"
"HAI09_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"2.4624"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN606"
"HAI09_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"1.1025"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN607"
"HAI09_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.5836"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN608"
"HAI09_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"1.2386"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN609"
"HAI09_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.6941"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN610"
"cblank"	"derivatisation blank"	""	""	"n/a"	""	""	""	""	""	""	""	""	""	""	""	""	""	"cblank"
