"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Site]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Harvest date]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Fresh weight]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"
"SCH35_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"02.09.2014"	""	""	"0.2207"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN130"
"SCH40_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"27.08.2014"	""	""	"1.1628"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN138"
"SCH40_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"27.08.2014"	""	""	"1.2576"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN139"
"SCH40_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"27.08.2014"	""	""	"0.5342"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN140"
"SCH43_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"0.82"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN142"
"SCH43_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"0.3012"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN143"
"SCH43_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"1.5673"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN144"
"SCH43_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"0.3357"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN145"
"SCH43_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"1.7751"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN146"
"SCH43_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"2.4533"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN147"
"SCH43_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"1.5718"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN148"
"SCH43_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"3.1646"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN149"
"SCH43_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"0.64"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN150"
"SCH45_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"1.1085"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN151"
"SCH45_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"0.5898"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN154"
"SCH45_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"0.167"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN155"
"SCH45_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"0.9239"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN156"
"SCH45_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"01.09.2014"	""	""	"0.7726"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN157"
"SCH46_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"25.08.2014"	""	""	"2.1282"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN161"
"SCH46_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"25.08.2014"	""	""	"0.6145"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN162"
"SCH46_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"25.08.2014"	""	""	"1.0369"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN164"
"SCH46_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"25.08.2014"	""	""	"1.3158"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN166"
"SCH46_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"25.08.2014"	""	""	"4.1865"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN167"
"SCH46_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"25.08.2014"	""	""	"1.7752"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN168"
"SCH46_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"25.08.2014"	""	""	"2.757"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN169"
"SCH46_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"25.08.2014"	""	""	"0.2001"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN170"
"SCH50_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Biospharenreservat Schorfheide-Chorin"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00639652"	"26.08.2014"	""	""	"0.3828"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN171"
"HAI01_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.1636"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN181"
"HAI01_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.4638"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN182"
"HAI01_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.532"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN183"
"HAI01_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"2.206"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN184"
"HAI01_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.6816"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN187"
"HAI01_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.831"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN188"
"HAI01_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"1.148"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN189"
"HAI01_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.574"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN190"
"HAI03_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.528"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN191"
"HAI03_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.11"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN192"
"HAI03_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"2.4457"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN194"
"HAI03_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"1.261"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN195"
"HAI03_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"3.8452"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN196"
"HAI03_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"2.4802"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN197"
"HAI03_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"6.03"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN198"
"HAI03_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"0.15"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN199"
"HAI03_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"09.09.2014"	""	""	"1.549"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN200"
"HAI05_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.4036"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN211"
"HAI05_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.5294"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN212"
"HAI05_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"6.6699"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN214"
"HAI05_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.713"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN215"
"HAI05_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"2.6048"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN216"
"HAI05_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"3.0578"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN217"
"HAI05_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"3.2859"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN218"
"HAI05_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"0.5344"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN220"
"HAI08_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.7115"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN222"
"HAI08_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.6556"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN223"
"HAI08_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"1.17"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN226"
"HAI08_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.7501"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN227"
"HAI08_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"1.162"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN228"
"HAI08_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"1.0812"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN229"
"HAI08_Po.pr."	"Poa pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4545"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.959"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN230"
"HAI10_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.619"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN233"
"HAI10_Pl.la."	"Plantago lanceolata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/39414"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"1.9075"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN234"
"HAI10_Ra.ac."	"Ranunculus acris"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3447"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.804"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN235"
"HAI10_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"12.09.2014"	""	""	"1.6816"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN236"
"HAI10_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.502"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN237"
"HAI10_Da.gl."	"Dactylis glomerata"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4509"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.994"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN238"
"HAI10_Lo.pe."	"Lolium perenne"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/4522"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"1.6126"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN239"
"HAI14_Ac.mi."	"Achillea millefolium"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/13329"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"1.3347"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN241"
"HAI14_Ga.mo."	"Galium mollugo"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/254777"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.36"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN242"
"HAI14_Ga.ve."	"Galium verum"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/462873"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.173"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN243"
"HAI14_Al.pr."	"Alopecurus pratensis"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/15304"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"0.5519"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN246"
"HAI14_Ar.el."	"Arrhenatherum elatius"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/52139"	"Exudate"	""	""	"Nationalpark Hainich"	"GAZ"	"http://purl.obolibrary.org/obo/GAZ_00089852"	"10.09.2014"	""	""	"1.4498"	"gram"	"UO"	"http://purl.obolibrary.org/obo/UO_0000021"	"Sample collection"	"SN247"
