"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s055_40"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s056_41"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s057_42"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s058_43"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s059_44"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s060_45"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s061_46"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s062_47"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s063_48"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s064_49"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s065_50"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s066_51"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s067_52"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s068_53"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s070_54"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s071_55"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s072_56"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s073_57"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s074_58"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s075_59"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s076_60"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s077_61"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s078_62"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s079_63"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s080_64"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s081_65"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s082_66"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s083_67"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s084_68"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s085_69"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s086_70"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s087_71"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s088_72"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s089_73"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s090_74"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s091_75"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s092_76"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s093_77"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s094_78"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s095_79"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s096_80"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s097_81"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s098_82"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s099_83"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s100_84"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s101_85"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s102_86"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"141104s103_87"	"Sample at slaughter "	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V1 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V1 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V1 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V1 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V10 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V10 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V10 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V10 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V10 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V11 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V11 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V11 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V11 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V11 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V12 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V12 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V12 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V12 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V12 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V2 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V2 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V2 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V2 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V2 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V3 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V3 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V3 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V3 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V4 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V4 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V4 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V4 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V4 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V5 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V5 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V5 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V5 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V5 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V6 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V6 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V6 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V6 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V6 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V7 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V7 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V7 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V7 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V7 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V8 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V8 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V8 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V8 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V8 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V9 2 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V9 21 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V9 23 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V9 25 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V9 4 11"	"Therapeutic treatment intramuscular  IM2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V1 21 10"	"Therapeutic treatment PO2"	""	""
"urine "	"Bos taurus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/9913"	"urine"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0001419"	"Sample collection"	"V1 23 10"	"Therapeutic treatment PO2"	""	""
