"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Survival]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Timepoint]"	"Term Source REF"	"Term Accession Number"
"Pig Muscle 213"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062711MFR2"	"Died"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 214"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062711MFR8"	"Died"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 215"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062711MFR20"	"Died"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 216"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M062711MS45"	"Died"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 217"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M070212MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 218"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M070212MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 219"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M070212MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 220"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M070212MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 221"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M070212MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 222"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M070212MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 223"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071012MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 224"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071012MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 225"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071012MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 226"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071012MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 227"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071012MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 228"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071012MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 229"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071210MB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 230"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071210MS45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 231"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071309MB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 232"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071309MFR2"	"Died"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 233"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071309MFR8"	"Died"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 234"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071309MFR20"	"Died"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 235"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071309MS45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 236"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071911MB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 237"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M071911MS45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 238"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M073012MB"	"Died"	""	""	"Negative Control"	""	""	"B"	""	""
"Pig Muscle 239"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M080111MB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 240"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M080111MS45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 241"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081009MB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 242"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081009MFR2"	"Died"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 243"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081009MFR8"	"Died"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 244"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081009MS45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 245"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081610MB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Muscle 246"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081610MFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Muscle 247"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081610MFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Muscle 248"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081610MFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Muscle 249"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081610MPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Muscle 250"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081610MS45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Muscle 251"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M081709MB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 252"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082211MB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Muscle 253"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082211MFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Muscle 254"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082211MFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Muscle 255"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082211MFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Muscle 256"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082211MPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Muscle 257"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082211MS45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Muscle 258"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082410MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 259"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082410MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 260"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082410MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 261"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082410MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 262"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082410MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 263"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082410MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 264"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082911MB"	"Died"	""	""	"Negative Control"	""	""	"B"	""	""
"Pig Muscle 265"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M082911MS45"	"Died"	""	""	"Negative Control"	""	""	"S45"	""	""
"Pig Muscle 266"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091310MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 267"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091310MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 268"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091310MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 269"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091310MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 270"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091310MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 271"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091310MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 272"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091409MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 273"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091409MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 274"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091409MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 275"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091409MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 276"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091409MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 277"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M091409MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 278"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092110MB"	"Died"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 279"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092110MS45"	"Died"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 280"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092110MFR2"	"Died"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 281"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092110MFR8"	"Died"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 282"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092110MFR20"	"Died"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 283"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092109MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 284"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092109MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 285"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092109MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 286"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092109MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 287"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092109MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 288"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092109MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 289"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092710MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 290"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092710MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 291"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092710MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 292"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092710MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 293"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092710MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 294"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M092710MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
"Pig Muscle 295"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M100410MB"	"Lived"	""	""	"Control"	""	""	"B"	""	""
"Pig Muscle 296"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M100410MFR2"	"Lived"	""	""	"Control"	""	""	"FR2"	""	""
"Pig Muscle 297"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M100410MFR8"	"Lived"	""	""	"Control"	""	""	"FR8"	""	""
"Pig Muscle 298"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M100410MFR20"	"Lived"	""	""	"Control"	""	""	"FR20"	""	""
"Pig Muscle 299"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M100410MPR48"	"Lived"	""	""	"Control"	""	""	"PR48"	""	""
"Pig Muscle 300"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M100410MS45"	"Lived"	""	""	"Control"	""	""	"S45"	""	""
"Pig Muscle 301"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101111MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 302"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101111MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 303"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101111MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 304"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101111MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 305"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101111MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 306"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101111MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 307"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101209MB"	"Lived"	""	""	"Fasted"	""	""	"B"	""	""
"Pig Muscle 308"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101209MFR2"	"Lived"	""	""	"Fasted"	""	""	"FR2"	""	""
"Pig Muscle 309"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101209MFR8"	"Lived"	""	""	"Fasted"	""	""	"FR8"	""	""
"Pig Muscle 310"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101209MFR20"	"Lived"	""	""	"Fasted"	""	""	"FR20"	""	""
"Pig Muscle 311"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101209MPR48"	"Lived"	""	""	"Fasted"	""	""	"PR48"	""	""
"Pig Muscle 312"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101209MS45"	"Lived"	""	""	"Fasted"	""	""	"S45"	""	""
"Pig Muscle 313"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101811MB"	"Lived"	""	""	"Prefed"	""	""	"B"	""	""
"Pig Muscle 314"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101811MFR2"	"Lived"	""	""	"Prefed"	""	""	"FR2"	""	""
"Pig Muscle 315"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101811MFR8"	"Lived"	""	""	"Prefed"	""	""	"FR8"	""	""
"Pig Muscle 316"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101811MFR20"	"Lived"	""	""	"Prefed"	""	""	"FR20"	""	""
"Pig Muscle 317"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101811MPR48"	"Lived"	""	""	"Prefed"	""	""	"PR48"	""	""
"Pig Muscle 318"	"Sus scrofa domesticus"	"NCBITAXON"	"http://purl.obolibrary.org/obo/NCBITaxon_9825"	"skeletal muscle"	"BTO"	""	"Sample collection"	"M101811MS45"	"Lived"	""	""	"Prefed"	""	""	"S45"	""	""
