"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Diet]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Age]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Genotype]"	"Term Source REF"	"Term Accession Number"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT01"	"standard chow diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT02"	"standard chow diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT03"	"standard chow diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT04"	"standard chow diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT05"	"standard chow diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT06"	"standard chow diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT07"	"standard chow diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT08"	"standard chow diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT09"	"standard chow diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT10"	"standard chow diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT11"	"standard chow diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT12"	"standard chow diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT13"	"standard chow diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT14"	"standard chow diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT15"	"standard chow diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT16"	"standard chow diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT17"	"standard chow diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT18"	"standard chow diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT19"	"standard chow diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT20"	"standard chow diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT21"	"standard chow diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT22"	"standard chow diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT23"	"standard chow diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT24"	"standard chow diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT25"	"standard chow diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT26"	"standard chow diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT27"	"standard chow diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT28"	"standard chow diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT29"	"standard chow diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT30"	"standard chow diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT31"	"standard chow diet"	""	""	"14"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT32"	"standard chow diet"	""	""	"14"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT33"	"standard chow diet"	""	""	"14"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT34"	"standard chow diet"	""	""	"14"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT35"	"standard chow diet"	""	""	"14"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT36"	"standard chow diet"	""	""	"14"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT37"	"standard chow diet"	""	""	"14"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT38"	"standard chow diet"	""	""	"14"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT39"	"standard chow diet"	""	""	"14"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT40"	"standard chow diet"	""	""	"14"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT41"	"high fat diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT42"	"high fat diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT43"	"high fat diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT44"	"high fat diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT45"	"high fat diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT46"	"high fat diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT47"	"high fat diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT48"	"high fat diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT49"	"high fat diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT50"	"high fat diet"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT51"	"high fat diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT52"	"high fat diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT53"	"high fat diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT54"	"high fat diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT55"	"high fat diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT56"	"high fat diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT57"	"high fat diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT58"	"high fat diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT59"	"high fat diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT60"	"high fat diet"	""	""	"4"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT61"	"high fat diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT62"	"high fat diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT63"	"high fat diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT64"	"high fat diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT65"	"high fat diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
"cardiac tissue extracts"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"heart ventricle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000862"	"Sample collection"	"WT66"	"high fat diet"	""	""	"10"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"wild type genotype"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0005168"
