"variable.name"	"HU_neg_011_b2"	"HU_neg_014_b2"	"HU_neg_015_b2"	"HU_neg_017"	"HU_neg_018"	"HU_neg_019_b2"	"HU_neg_020"	"HU_neg_021"	"HU_neg_022_b2"	"HU_neg_023_b2"	"HU_neg_024_b2"	"HU_neg_025_b2"	"HU_neg_026_b2"	"HU_neg_027"	"HU_neg_028"	"HU_neg_029_b2"	"HU_neg_030_b2"	"HU_neg_031_b2"	"HU_neg_032"	"HU_neg_033_b2"	"HU_neg_034"	"HU_neg_035_b2"	"HU_neg_036_b2"	"HU_neg_037"	"HU_neg_038_b2"	"HU_neg_039_b2"	"HU_neg_040_b2"	"HU_neg_041"	"HU_neg_042_b2"	"HU_neg_043"	"HU_neg_044"	"HU_neg_045_b2"	"HU_neg_046_b2"	"HU_neg_047"	"HU_neg_048"	"HU_neg_049"	"HU_neg_050"	"HU_neg_051"	"HU_neg_052"	"HU_neg_053_b2"	"HU_neg_054_b2"	"HU_neg_055"	"HU_neg_056_b2"	"HU_neg_057_b2"	"HU_neg_058_b2"	"HU_neg_060"	"HU_neg_061"	"HU_neg_062_b2"	"HU_neg_063_b2"	"HU_neg_064"	"HU_neg_065"	"HU_neg_066"	"HU_neg_067_b2"	"HU_neg_068"	"HU_neg_069_b2"	"HU_neg_070_b2"	"HU_neg_072"	"HU_neg_073_b2"	"HU_neg_074_b2"	"HU_neg_075_b2"	"HU_neg_076_b2"	"HU_neg_077"	"HU_neg_078"	"HU_neg_079"	"HU_neg_080_b2"	"HU_neg_081_b2"	"HU_neg_082_b2"	"HU_neg_083"	"HU_neg_084_b2"	"HU_neg_085_b2"	"HU_neg_086"	"HU_neg_087_b2"	"HU_neg_088"	"HU_neg_089"	"HU_neg_090"	"HU_neg_091"	"HU_neg_092_b2"	"HU_neg_093"	"HU_neg_094"	"HU_neg_095_b2"	"HU_neg_096_b2"	"HU_neg_097_b2"	"HU_neg_098_b2"	"HU_neg_099"	"HU_neg_100"	"HU_neg_101"	"HU_neg_102_b2"	"HU_neg_103_b2"	"HU_neg_105"	"HU_neg_106_b2"	"HU_neg_107"	"HU_neg_108"	"HU_neg_109"	"HU_neg_110"	"HU_neg_112_b2"	"HU_neg_113_b2"	"HU_neg_114_b2"	"HU_neg_115_b2"	"HU_neg_116"	"HU_neg_117_b2"	"HU_neg_118"	"HU_neg_119_b2"	"HU_neg_120_b2"	"HU_neg_121_b2"	"HU_neg_122_b2"	"HU_neg_123"	"HU_neg_124_b2"	"HU_neg_125"	"HU_neg_126"	"HU_neg_127"	"HU_neg_129_b2"	"HU_neg_130"	"HU_neg_131"	"HU_neg_132"	"HU_neg_133"	"HU_neg_134"	"HU_neg_135_b2"	"HU_neg_136_b2"	"HU_neg_137_b2"	"HU_neg_138"	"HU_neg_139_b2"	"HU_neg_140_b2"	"HU_neg_142_b2"	"HU_neg_143_b2"	"HU_neg_144"	"HU_neg_145_b2"	"HU_neg_146_b2"	"HU_neg_147_b2"	"HU_neg_148"	"HU_neg_149"	"HU_neg_150"	"HU_neg_152"	"HU_neg_154"	"HU_neg_155_b2"	"HU_neg_156"	"HU_neg_157"	"HU_neg_158"	"HU_neg_159_b2"	"HU_neg_160_b2"	"HU_neg_162_b2"	"HU_neg_163"	"HU_neg_164_b2"	"HU_neg_166_b2"	"HU_neg_167_b2"	"HU_neg_168_b2"	"HU_neg_169_b2"	"HU_neg_170"	"HU_neg_171"	"HU_neg_172"	"HU_neg_173"	"HU_neg_174"	"HU_neg_175"	"HU_neg_177_b2"	"HU_neg_179"	"HU_neg_180"	"HU_neg_181"	"HU_neg_182"	"HU_neg_183_b2"	"HU_neg_184"	"HU_neg_185"	"HU_neg_186"	"HU_neg_187_b2"	"HU_neg_188_b2"	"HU_neg_189"	"HU_neg_190_b2"	"HU_neg_191_b2"	"HU_neg_192"	"HU_neg_193_b2"	"HU_neg_194_b2"	"HU_neg_195_b2"	"HU_neg_196"	"HU_neg_197_b2"	"HU_neg_198_b2"	"HU_neg_199_b2"	"HU_neg_200"	"HU_neg_201"	"HU_neg_202"	"HU_neg_203_b2"	"HU_neg_204"	"HU_neg_205_b2"	"HU_neg_206_b2"	"HU_neg_207"	"HU_neg_208"	"HU_neg_209"
"X209.055518_4.5"	1169018	379160	769354	368194	1105708	492131	69560	135924	1327191	509897	405783	626451	300022	62847	464260	714508	243580	203483	241447	2761768	1748484	575851	3758150	480415	261700	6647760	4390926	210195	940518	406039	1496224	432684	1011450	364919	891627	169079	2572620	34244	918070	112295	1419565	879138	619121	630205	390343	1711228	824425	677635	460232	354705	1098602	1110263	1538023	2724638	965175	856753	3800867	257104	420212	2208789	482363	1647782	680251	604001	65581	1268903	335695	856976	1395045	455451	2350128	2495064	1148721	375061	1265650	1270484	448160	657009	465557	387012	607.5	788163	3191637	326532	1309437	125875	4773443	1021477	2605726	1108821	511174	39606	172748	156320	6016819	385458	1737284	1009268	1681415	931429	717563	3057856	192544	44388	2788576	1109329	2417119	890992	522830	1009271	1159166	1465346	558058	734414	671802	563979	1415358	262861	1449991	2072965	1270979	1670686	90560	1811611	740117	396162	179327	1647107	672169	1746738	1059181	1224431	799847	695907	105549	2108604	98679	4764833	28139	2650533	272505	646899	2626653	4001147	73115	3782355	560821	164702	190870	1158745	1072796	237057	2280240	48375	647694	180304	429182	2175061	148977	9974	507226	81997	177386	165866	632465	225552	252673	424302	2396077	1812329	98680	400527	3298607	965745	1212696	307595	58937	54992	304648	573586	1193294	186122	114673	56516
"X132.02947_0.89"	2065902	1068956	1765440	610518	1655213	2896361	1060270	1263086	1646158	667694	753756	2145486	1952939	640409	854442	1060150	3067768	1564572	512489	2627950	640847	1541546	1457584	745471	471789	1681143	2462815	712303	1795723	1249153	350097	1058946	2881560	649790	2332312	1871709	1081268	442992	742137	813510	1476577	631210	1535252	1809514	1512390	1003284	870162	2771107	4807822	432885	542460	1331989	1866509	1209435	1808675	1684158	1013093	1468697	2173774	2099466	1788528	1390859	875074	729741	2696038	2188806	2357018	1175521	782264	1645045	1351735	2045300	1778031	1200256	1700856	702201	1976498	640795	1209073	2966309	74461	1941290	1244513	1027680	1097227	1066615	1747658	1802395	647151	1442885	950657	299635	496975	938594	1949940	4527118	1841637	1769749	583041	1207837	381386	826581	933221	2396736	2313462	1400908	1742250	896891	802916	1515820	999450	612384	1021941	671050	1139425	1010364	2462636	477793	1986687	1291322	2755391	2482854	3182958	1495806	1197949	2157506	1553580	1204626	439015	2027710	296868	1071249	456559	874630	817841	848373	615782	4022350	2063449	1986960	724885	1942622	2714513	867240	1700850	391801	654234	365684	511733	265402	454552	1461717	1200173	978781	277543	249711	288669	1090829	458144	520448	234448	2100648	1651836	1021883	2978241	1991574	710290	4622229	2155701	1525199	735726	3523794	1342409	2222568	721277	1109638	731238	1845486	615675	1672034	1386156	450237	348147	547382
"X187.097224_7.01"	11501794	4622197	4877822	1044542	5881176	13377919	2854115	4631083	9884544	2549095	3791142	6798260	3815011	1953027	4930953	5955441	4217958	6586677	2688727	14758826	4918966	8560569	4383685	5370450	2045580	14640600	4043089	2602728	8668239	4080560	2610254	1334949	4199710	3830880	4508902	6294455	6466960	1488282	6040198	3549864	6655102	970430	5170034	5179249	27307519	5674157	2181212	19850226	9678799	1620969	8025407	3755772	4427605	6393026	6112614	7324178	2546590	8769116	5828222	6654604	7487446	4847913	5761787	2633051	7248751	4762228	17227514	3763359	2087616	7721411	5004164	6076371	3891231	4508325	8336287	7007270	3635575	2588706	5104246	13471634	386580	5148605	4658844	6161106	5896476	1331969	10816426	5413780	3570628	3400900	2445918	1171843	2385213	3186914	17546284	12900700	7093063	3206841	1905842	6114032	3103335	6348002	5528994	3372691	12125095	4644817	7462677	3157852	2680536	3885931	6851452	3264506	2190642	8594684	3393922	6432466	17705077	1459904	9745070	4785810	12664931	6492019	10963199	3590725	3957579	15996936	4411610	3585528	6678597	3309643	1010770	3191258	6387224	4435336	2052557	1697850	3766362	4872260	8736457	3477072	7950986	2930008	7633671	7222165	8462473	2292959	5622361	2902626	6327039	6070834	3861474	4765949	5143493	2067890	2572264	1659933	2830258	9071189	1530073	2540639	3236418	2040088	2882647	4434819	11211084	11468540	4117819	10337764	3677246	10920251	6141107	5577464	5779052	5566033	3009709	3479317	3196117	4149595	2922272	10037793	10715151	3416427	1517984	3367390
"X121.02915_5.38"	446084	2147312	160796	61493	1278796	1548003	461116	152711	526210	371446	129258	262155	304585	148781	278620	442708	454961	1440888	604923	1223141	761700	512851	1550274	901933	147734	3704323	1273822	687639	1499286	712593	183734	200066	931636	792126	997272	1635791	1615311	632639	758791	386017	461659	38759	1006751	1784232	1551378	550792	276131	2459732	809744	141717	1621438	175448	62811	776726	106909	825600	307793	346560	1220718	639026	1167555	931469	578174	257288	302272	1567402	340274	384618	936916	537206	3970428	242331	855098	303461	14880	764853	1135025	1484002	691246	742653	607.5	1324607	2551169	206752	944880	46253	1077267	1268409	762211	1204114	105749	47221	104822	69688	511823	181875	652038	858352	291297	1442991	172914	1616235	580946	95017	1024353	518717	1759590	954866	254750	584440	1735429	1200695	851025	657547	491901	569019	269095	1069837	623956	1040433	272163	2666747	296873	223235	448209	291154	585911	1283886	1419939	507991	3015	277993	111103	1595425	349739	496468	332460	576813	114998	951500	506809	697082	101466	501473	597557	118408	1535854	905743	446317	912795	336192	89296	574802	100700	788078	45247	191205	107818	229638	52125	585381	724952	308999	185856	185941	106257	402021	309762	5172164	100127	592341	194190	4303809	527412	293274	187758	142217	186524	1576589	1756737	5320683	413588	342306	909500
"X448.30489_8.86"	22730	29430	338007	37938	223098	63359	26758	157380	317088	51665	51503	1782	123586	25755	65418	1215	607.5	607.5	4226	739399	96927	17143	46237	228876	27139	1029745	121997	506.5	102837	354216	19066	607.5	236650	19565	164271	437375	1014817	506.5	230739	66957	183325	27785	98450	39980	205609	390211	2729	607.5	785038	15578	249871	102344	14427	401130	48830	100274	463416	132442	220388	108338	204108	30492	146301	24080	256035	608399	108259	218989	47990	91943	175400	241573	360553	71616	345122	193697	296736	14446	117021	352459	607.5	232044	13029	250216	30648	2860	24549	121988	147108	4210	586838	11825	21071	506.5	111823	220872	399663	100077	29217	607.5	74837	263399	117332	24468	607.5	317319	30922	116888	287493	242673	607.5	437661	9861	33602	16870	305564	206448	607.5	218432	10260	133536	607.5	108626	607.5	590228	397300	22036	58510	1510212	393604	22280	44737	506.5	98691	13228	106563	10795	67465	85501	257757	323464	70424	73352	17048	607.5	17624	75148	18570	506.5	208874	17078	23813	91955	89950	97132	40949	53004	18803	1013	18117	1374	29211	33087	61037	230723	60031	300579	53195	53192	607.5	42463	51223	57108	2715	19413	457688	82708	4488	623017	8746	150215	2065	51950	87048
"X204.065452_7.03"	8652821	1064425	4813205	3632852	269700	7454357	10166539	4824229	18395020	1835999	5826783	7965524	9375222	4243777	17413627	4736424	17719633	93626069	17626630	17211026	6164594	28404061	9840889	210064	2544399	10073492	5858357	379070	23617369	11362929	5798264	2738562	8430478	6924959	15878667	5136942	11785662	5839616	31174307	3819220	7732335	10549036	11417257	11009736	3906549	25298426	5041215	770611	29108071	2984367	31881632	13904126	7415602	22270438	6919346	16544987	6278960	6338548	14875738	10813753	11935035	24794542	8352598	17088672	14635607	33706376	10145154	19665351	13271317	15196753	20906844	16404007	21393972	7699338	10153280	14447788	6890522	5635457	7950458	6507394	39784	6206683	20451005	8698386	15470293	2221409	16824194	14365282	22950174	14539768	1591583	472702	2478302	6278294	24385218	16081530	21852002	17981653	11611497	20738058	8031156	43259440	8958894	1657599	37536317	16428485	17672299	18604535	11941747	18188419	9158773	5418148	2862181	12942303	19673842	11759507	12747755	2447664	20387454	23389926	12122494	198017	19298981	7854911	5142433	10249415	3834058	4943751	127777	4944212	12379	16252339	2844510	14090850	2354248	11665410	3311277	22901213	7586473	37070468	5176061	8219899	47835836	5974990	916097	6992931	1489992	2444231	5650169	4496999	9969752	5061003	12321845	1310396	13207546	3345818	3988603	9653718	2837690	2036121	61115	3963091	6520356	5081603	11688609	4053585	5470568	7904564	2038723	6683408	15549445	8330660	117606	25209232	6015147	2578854	3445785	6907040	7705653	4708055	3148574	7602801	2759004	158910
"X191.019335"	217549258	233431079	228253613	61617349	204581682	297890056	126254869	241886473	385341623	132685121	156475689	175740869	211337469	121340898	273967190	136115583	223440789	174191341	116645444	449727962	117378534	289593182	164579916	100225167	74315872	459568077	217984331	77868895	286029425	303288404	81155651	114993733	378958820	86913712	162215372	240383098	146183562	27008284	177531490	158545420	188705089	115990199	229990704	247446691	265777877	221738778	131211588	399062324	500778424	63573402	288412804	264478339	129709332	291516350	154553156	226122752	160610999	264790011	678587872	268115335	350705982	179118103	242989434	64979036	325200375	321002908	221808992	248910631	140172294	181235207	168830050	327845979	231350688	204663627	248417945	172810866	139942482	166591893	151877499	410120736	12966309	266999416	245973912	190126687	279601359	48426432	337730681	216036052	172079571	168463952	104766018	32525817	62243657	112041248	371254221	579336315	357368592	365267520	65374877	125412476	104278266	509148085	177424262	169041228	589547778	138636618	166766804	110526238	143986805	173232433	252290789	125615720	88122678	163658557	160140877	191932666	382390098	72660030	291524039	104421791	483751134	235036148	264787149	298422669	137652524	341820646	136435305	138730239	180398086	158514784	50921647	106025006	115399683	128272328	46510946	64667147	87694933	187242998	267667702	609265171	173610125	289945080	473152059	143748096	294888958	124296704	146701806	89704811	82472141	62500718	99265651	121876752	112012964	160102230	110165988	32833866	61419554	280786860	84521931	24483287	45763716	84708390	150458645	110012561	351216377	202251059	77428828	374440820	200573134	101479363	141798825	258515743	160652312	208572546	60547751	94991996	51885723	164277119	87533284	185256300	364126476	56282727	32517576	73847810
"X463.2329_8.2"	260101	41663	142686	51019	238139	107702	75899	495536	195719	24498	58768	300709	126340	110362	613478	147269	240046	451227	96458	141622	69499	249678	60356	133988	607.5	340024	334016	214266	361869	230063	18212	5008	202936	28165	698773	518455	696838	41343	100449	4208	114298	4365	180961	92997	185363	637957	134977	207039	214537	45247	422613	452407	61044	132484	256171	134266	289521	211278	201081	351277	138151	668373	200784	195011	421112	341843	284831	324678	4176	666859	1791717	497132	694425	356247	329450	203914	343977	87920	289664	506005	607.5	58546	195423	691206	525700	117445	215304	31143	123534	229074	676324	58972	76843	17298	169008	266607	96559	207095	153208	520229	183333	799965	79846	49443	276433	184866	442912	118160	362296	231017	173505	274444	348857	142129	343647	499376	230389	1809	531089	426769	827346	142993	296931	48926	659688	300312	200381	89609	5400	543460	31162	389906	104702	71762	184646	216807	29355	278210	513058	100387	124491	56264	422399	7688	29193	15512	154648	171155	212043	19569	131476	133158	91303	337451	47499	48022	56686	21953	103032	10787	26621	23795	114863	335485	698075	144878	161767	489267	480287	148614	2164477	336086	147925	253027	203625	268125	112747	133511	1167791	70676	391911	30125	28708	162376
"X367.156657_8.28"	11753114	1288789	659754	2814515	12395399	3046082	326398	6793299	954774	121595	206168	2068500	690225	18617036	28349617	6795132	10841717	164060	1369994	146993	1745128	307692	6209	13596279	4455	630781	16358767	14148490	6104668	758968	71426	607.5	5640490	57719	2067478	3781	2480000	465233	138818	607.5	32778252	4948	36132	82012	850073	8739295	1451701	138258	9132	1588977	238487	160859104	195989	2197460	1539577	30097873	1660270	7931947	28657944	13214044	607.5	7638935	28203437	292528	447562	3161630	2341126	57748	35535	31723583	2386844	30081798	5196560	14625259	15197740	276224	13499271	725293	9207438	7040263	1981876	402061	3572777	64079596	6901101	56000	39943	607.5	3575647	1526423	2386629	2002807	5346757	283052	2129319	14203562	49891220	607.5	23345260	790068	572116	23084770	333427	1687281	1169390	168674	26588247	1770046	93266	17686373	930551	32391384	24414228	90109	5272691	18970399	93687176	12140	2206491	15159719	26871458	11389821	29190451	76653	16812338	82733943	40232576	70945	506.5	1533325	33450	19541517	946885	173949	47332	5161601	1371558	314737	30127465	8008	2602029	54245	518612	1305536	10138	79757	2272560	6452209	1910154	184210	367975	4806956	90309	27861201	167793	99575	10958586	527470	624623	12295	33825	1777804	5950440	382841	85510343	36338610	30444117	936950	271048	726734	10341278	89989883	27180678	5417581	2377599	42049693	237561	904392	5993787	19389	451277	22923	27864	26705925
"X163.060423_0.91"	200739	114522	495975	80726	274029	487296	87573	218319	1109077	23318	49378	117151	156248	30397	346856	83491	582663	1386443	160880	957179	264541	365033	1275153	56171	357973	2191550	879880	89698	318047	749903	447972	26143	473368	11910	406455	191697	742086	2920	516210	369701	169919	14512	704517	215075	425280	551060	138293	922121	778324	46681	753619	344913	666910	313870	123849	1160912	952349	536677	514002	494452	258027	263156	245566	231374	314065	734192	851730	463325	572191	453081	493619	955771	275696	226170	668129	648199	482130	327707	453227	356122	607.5	766517	810792	350500	315300	24741	784034	528618	292279	226495	603907	4522	9969	48800	980791	505148	481317	451904	244174	582036	129602	916033	265030	32219	664374	166144	847407	249965	414910	270581	372680	672538	534698	391848	133814	566804	619866	108663	659661	300036	333975	268794	785877	89914	302576	811108	25325	709566	720119	311721	536656	326886	317193	460556	48717	142270	152662	700962	218061	1175098	340053	96828	489142	1059310	135414	332238	369496	141401	305086	235722	198268	146927	112014	82996	594908	78791	116112	585788	115610	18601	156647	88331	53759	152793	674642	470985	180433	480261	780430	392394	181484	197788	442256	147637	126993	112072	93440	197867	349264	292572	853369	48263	5233	219793
"X310.114597_4.71"	748952	598671	930356	467868	1492594	941397	665958	1335623	1153774	600435	601573	1262280	584208	491263	1410655	711215	1678112	973332	717538	1272615	660578	990509	914220	757450	174140	1025724	1364963	641484	1993170	1775547	176068	289554	1219177	370770	1344809	864244	973387	210721	521722	376599	1247853	474504	884312	706640	1324107	1216543	793575	1562532	2134139	316299	929374	1897319	1003406	1445486	718101	1068801	1218180	906724	1915499	1172138	1105060	1289047	1070885	971990	2057611	2155336	954910	1364941	380716	1447673	1505426	912557	1128263	1342717	1065277	651205	926922	332219	919388	1510226	607.5	869839	1014129	1321918	1388218	575180	1144088	1194126	753676	824275	1043575	187343	278598	485666	954373	2135864	1747180	1706372	561485	1816199	528537	1023604	723213	506989	2075373	976518	974595	891435	840302	787108	883441	457080	707690	737527	884265	767620	1097917	233416	1245335	1067847	2060877	1345347	1473121	918862	938805	2030304	844338	487778	528711	974928	266301	1233064	415783	312462	707515	833274	382875	655677	631505	726894	617873	938266	1324851	374583	575898	154427	539430	316918	366581	138321	524815	797420	1081671	964232	296897	201433	372702	520043	479128	248196	194502	501433	669974	895854	1964226	1004517	793801	1411538	1475399	841837	1056153	1658495	522097	1544594	633989	867492	841647	1034967	1161949	1387558	1053496	506442	239901	649834
"X457.113076_5.7"	5155	11271	12102	11733	75795	14254	9900	50124	8286	2801	5017	19144	4806	16755	66950	11461	23677	10107	21476	607.5	8758	19769	8831	20054	607.5	607.5	22485	19814	48894	71297	5319	2464	28114	506.5	59476	56554	30918	506.5	5885	607.5	28162	13006	7088	16361	22291	60241	20613	28421	20687	7902	34299	119630	607.5	78519	13857	607.5	24469	12352	55486	30691	607.5	56736	31211	30240	28549	70260	21352	65399	607.5	36115	14555	6616	48346	52582	13400	30091	12482	4369	31964	32468	607.5	5386	31030	48243	60358	14931	607.5	22773	15369	14954	24241	2282	2549	15932	607.5	60673	66923	37184	28145	24703	12591	7629	25765	607.5	57706	30241	21653	32710	30815	39964	13674	21277	21735	54154	46759	20360	46120	607.5	33089	38146	24668	24627	53381	4397	36259	50261	17701	12521	23174	60049	506.5	66483	7548	607.5	35183	34488	19468	38125	40838	607.5	19895	5294	30126	607.5	607.5	607.5	25895	9212	3622	506.5	17081	40569	28927	49769	4894	1673	10031	607.5	12223	6654	2836	4475	607.5	43388	58384	26579	33902	33362	44612	19800	41888	35845	6331	30703	33129	33775	25937	35862	72198	49724	35414	19100	10189	37875
"X115.00314_1.1"	124165	112987	669413	16226	213655	230642	44689	86804	2424680	96877	89226	122126	154280	44118	164291	142216	256017	1544972	72607	868049	183262	364659	983862	55607	376384	3641961	419543	37523	159100	148078	686059	48175	308295	71476	173749	117653	557131	29973	616716	252797	140594	48394	169927	260269	256754	316317	93409	492638	400375	13251	299872	149395	630132	208248	90874	884418	1950977	185172	508815	146796	530000	141391	165524	48836	143585	497496	341326	168342	1319980	168266	414422	1766279	170053	119312	494248	514711	717050	424433	109168	280458	56056	1278883	391628	199423	116052	42377	457672	175876	431617	265119	304148	18003	15952	43177	435230	379190	274130	212064	345285	230732	257337	450372	88147	51359	452818	107457	343915	282701	179683	113941	235969	1018001	639781	140427	114314	393754	381982	81589	297317	150547	580470	149617	269260	204773	100683	267388	82446	1709007	394632	133030	599543	128067	185994	945255	62380	126510	35066	225307	221539	3139551	394323	188677	353461	2271800	123682	847573	292309	176950	390057	451813	173752	142769	187683	112245	855294	58678	147127	1797649	175956	37493	541943	70083	113679	86117	420709	161384	42314	270319	339871	114981	116248	126453	203235	121044	86750	68053	68899	188370	187682	218708	891800	68315	22635	173740
"X195.049814_0.88"	5766106	5734873	3541049	3590956	7518985	4779780	2198671	2772557	5330961	3230196	4419431	4345097	2501396	1988508	3590476	2826355	6509384	5556700	1634018	10568623	5086179	4015524	5296409	3771135	1334583	6933832	5149165	1101603	5754330	3592023	1454143	3422748	7187691	1682076	5685083	5688948	4019414	4405433	5633854	1932005	4854664	2907865	8604086	4264128	4900211	6265366	6509673	7401709	7664262	3506047	4936225	5828981	4058033	7075533	2114779	4395711	6023095	2183310	5609397	4309358	4805118	3414257	3140553	4248287	6027678	9414344	5011845	5054873	2607507	3592229	8016749	6391248	3311296	4581745	4621734	2299792	5190196	2855604	1996169	6567386	2797	3561978	3361073	3005268	6282666	3373688	8458358	3536246	2084508	3521529	3286710	1475133	1346418	1368330	5244035	6921479	8778191	9347559	3224334	15032702	5270986	8812156	4267614	3251017	6640447	3124246	3261876	3911204	2987071	3975597	3314624	1550226	2058295	7083978	4651703	2595430	4916885	2012799	3434924	10369638	4889472	6545477	5563989	4574903	4416899	8246405	2147133	4188438	2621089	4333114	768797	5314488	2451884	2348349	3047701	6213927	2240441	7598499	6092265	8655925	4598212	4273404	5597702	4008966	3300738	2405357	4135813	3815817	1549539	2357879	3074239	3639056	8103578	3246862	1425014	1880617	1119158	2894180	1662909	1551726	1658523	3806074	2377843	2725977	6561353	3918692	2272424	4617020	8728880	5725013	2542417	3615301	2561511	3030116	1800988	2268518	2131109	2839700	5975394	6421916	4714408	2927397	1414922	4748169
"X193.034589_0.85"	451489	605971	304314	210945	436078	517078	212100	227423	548907	309833	363305	263244	372404	177342	163294	240079	412877	690760	216907	645564	554903	343295	501785	237940	317879	851861	440655	103050	338031	279589	154238	260272	364331	115146	343401	768951	369624	275380	399332	508387	303306	237063	677696	382305	376082	335949	313707	470051	580289	239239	420974	320331	339501	361527	207750	532172	471889	168061	301211	315699	541302	219022	273743	275700	426927	693130	513969	351660	425752	302368	718905	542182	246887	262932	345193	304452	300691	242483	178523	564183	607.5	332405	275530	214847	471787	191148	593223	271031	169455	319397	356125	104606	118312	150124	531796	377292	528870	462617	265050	970164	272057	810985	241448	274481	562499	175444	282048	357178	208432	236388	377921	145032	222889	486400	226762	243128	384031	223183	345886	553590	510680	733923	471432	315587	343314	766031	167850	447398	274506	367528	109098	292502	201083	423183	256726	375003	148928	538943	479085	936916	283799	217935	1468415	493391	272831	260122	334516	343175	156243	260659	256772	170559	396837	159557	158513	124554	123008	320726	117002	107197	176642	365670	173796	225086	492283	303855	151228	406352	844614	483409	222383	257644	257460	347021	176909	152974	150385	231558	783736	402230	596456	173288	110558	298246
"X245.112506_4.4"	397955	764440	1322906	452008	2791597	1307172	327780	1682797	532518	543989	654066	1280200	413311	367397	1287454	1086094	1536879	2631767	321758	1436239	375330	1036569	604403	373964	116905	1813561	4027264	292403	1795426	1392383	225371	115429	1597838	505912	608447	2367123	1505058	81407	760901	364593	2088310	358972	879821	1993158	955154	364733	313472	3033321	1937474	95706	2253620	795018	1738492	479978	1003735	1192657	1489853	1764971	1435249	1830953	1662671	811330	1179665	307201	1756934	2465770	1899318	1753884	490295	1549161	939692	2142655	491553	667518	866353	1700965	925998	298773	795574	1439734	37620	638923	1784568	1504009	979095	288138	2545036	1064281	574090	659395	1285245	221330	185850	305451	1817574	2432200	2912081	1077535	213359	1304429	309755	1187421	1013663	436041	1729409	1248317	1042913	1081046	850063	1156958	800342	801125	720219	895025	764329	1090416	1763345	181198	1963126	832089	2523763	605943	1720627	742019	1142664	541488	1659357	843263	1196925	827304	95412	643276	582950	385247	671787	406259	406352	757493	548889	1543640	1308546	785325	1036955	795123	664438	339481	732884	343165	461777	175922	450738	1236744	1778563	1227571	460055	84865	210770	716111	682120	103758	98638	291978	433671	888295	3572802	1440281	1204267	1994567	2286478	641767	507117	1555877	1426701	1761743	343776	957135	832810	1266086	605495	1728428	756749	153735	139880	763363
"X105.018901_0.92"	482391	552478	978309	356395	1084220	1117490	565709	748787	790768	345824	193085	1051104	1126583	404570	449310	467836	1647583	1980484	226097	1009387	344894	622407	638200	184033	242618	896845	1044921	140103	833063	456383	325760	289658	2446941	437926	557905	123102	673203	649834	1313826	606996	911685	160072	805763	879225	463614	578135	588050	780247	1405972	137887	631375	366468	1560573	498136	929337	1619659	319153	933534	995878	721134	572399	380868	708999	224346	795355	1622927	665597	357666	1976661	666536	417337	1442489	441354	304804	448143	518372	869427	381308	235569	1524007	1402107	784403	786557	492585	381315	277966	1178453	772252	415034	196376	172356	33145	259507	133243	1695751	1926239	973423	1432809	483331	1595725	384965	623925	788246	1082398	816772	326601	409309	342417	282951	676498	779026	289351	333261	369889	550157	495294	1268621	152500	789783	423475	1759649	558426	1048847	544907	369909	1231427	576382	380159	618600	416301	127026	307291	606857	765491	174014	350763	243397	687225	967741	863193	750499	603165	1167689	777311	1144046	327491	351129	247567	224530	106690	493714	986409	814779	332294	371205	183951	102275	1368181	328767	87313	55788	1415149	2428898	562896	1341925	419295	249902	1430886	530000	284241	250036	1341154	520309	888949	125090	154507	135182	454061	78350	944184	587484	115711	80299	154628
"X464.30083_7.5"	607.5	607.5	15680	4981	117405	607.5	506.5	21948	607.5	607.5	607.5	607.5	607.5	506.5	38953	607.5	607.5	607.5	506.5	103472	506.5	607.5	607.5	13391	607.5	117129	14182	506.5	19535	21745	506.5	607.5	607.5	24312	135892	106888	5321	506.5	35373	607.5	26481	506.5	607.5	3114	607.5	10013	20701	607.5	13394	4362	19619	506.5	136514	24666	607.5	607.5	4885	43236	14030	13675	10743	506.5	39343	506.5	24622	63692	4261	10540	607.5	3020	24305	24962	7780	31675	24660	506.5	63771	506.5	506.5	81344	607.5	607.5	607.5	61580	506.5	506.5	17487	607.5	6904	607.5	26780	3350	506.5	506.5	49768	607.5	607.5	28046	506.5	607.5	3178	84343	30036	607.5	6269	113489	607.5	506.5	89910	72617	607.5	19690	506.5	1946	10303	23931	4349	607.5	61746	3069	607.5	13522	13091	607.5	34266	42692	22212	3674	12449	15029	506.5	9251	2996	4176	2080	14060	5094	607.5	35138	607.5	19322	13374	25604	607.5	607.5	2176	45183	2260	2137	17326	4909	12258	3822	69856	16543	1902	1409	5463	506.5	3685	506.5	607.5	607.5	15348	37380	607.5	46480	607.5	607.5	607.5	15377	7137	1594	607.5	506.5	37907	12417	607.5	27687	75923	22847	1973	12394	17566
