"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT2"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT3"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT4"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT5"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT6"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT7"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT8"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT9"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"mantle"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000825"	"Sample collection"	"LeMT10"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeSC1"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeSC2"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeSC3"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeSC4"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeSC5"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeSC6"
"Rothera"	"Laternula elliptica"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/228457"	"siphon"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0002056"	"Sample collection"	"LeSC7"
