"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Genotype]"	"Term Source REF"	"Term Accession Number"
"Liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	""	"Sample collection"	"Liver-ABCC5-3"	"Abcc5-/-"	""	""
"Liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	""	"Sample collection"	"Liver-ABCC5-4"	"Abcc5-/-"	""	""
"Liver"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"liver"	"BTO"	""	"Sample collection"	"Liver-ABCC5-5"	"Abcc5-/-"	""	""
"Erythrocytes"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"erythrocyte"	"BTO"	""	"Sample collection"	"Erythrocytes-WT-1"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Erythrocytes"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"erythrocyte"	"BTO"	""	"Sample collection"	"Erythrocytes-WT-2"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Erythrocytes"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"erythrocyte"	"BTO"	""	"Sample collection"	"Erythrocytes-WT-3"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Erythrocytes"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"erythrocyte"	"BTO"	""	"Sample collection"	"Erythrocytes-WT-4"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Erythrocytes"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"erythrocyte"	"BTO"	""	"Sample collection"	"Erythrocytes-WT-5"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Erythrocytes"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"erythrocyte"	"BTO"	""	"Sample collection"	"Erythrocytes-ABCC5-1"	"Abcc5-/-"	""	""
"Erythrocytes"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"erythrocyte"	"BTO"	""	"Sample collection"	"Erythrocytes-ABCC5-2"	"Abcc5-/-"	""	""
"Erythrocytes"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"erythrocyte"	"BTO"	""	"Sample collection"	"Erythrocytes-ABCC5-3"	"Abcc5-/-"	""	""
"Erythrocytes"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"erythrocyte"	"BTO"	""	"Sample collection"	"Erythrocytes-ABCC5-4"	"Abcc5-/-"	""	""
"Erythrocytes"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"erythrocyte"	"BTO"	""	"Sample collection"	"Erythrocytes-ABCC5-5"	"Abcc5-/-"	""	""
"Plasma"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"blood plasma"	"BTO"	""	"Sample collection"	"Plasma-WT-1"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Plasma"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"blood plasma"	"BTO"	""	"Sample collection"	"Plasma-WT-2"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Plasma"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"blood plasma"	"BTO"	""	"Sample collection"	"Plasma-WT-3"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Plasma"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"blood plasma"	"BTO"	""	"Sample collection"	"Plasma-WT-4"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Plasma"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"blood plasma"	"BTO"	""	"Sample collection"	"Plasma-WT-5"	"Wild Type"	"NCIT"	"http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62195"
"Plasma"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"blood plasma"	"BTO"	""	"Sample collection"	"Plasma-ABCC5-1"	"Abcc5-/-"	""	""
"Plasma"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"blood plasma"	"BTO"	""	"Sample collection"	"Plasma-ABCC5-2"	"Abcc5-/-"	""	""
"Plasma"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"blood plasma"	"BTO"	""	"Sample collection"	"Plasma-ABCC5-3"	"Abcc5-/-"	""	""
"Plasma"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"blood plasma"	"BTO"	""	"Sample collection"	"Plasma-ABCC5-4"	"Abcc5-/-"	""	""
"Plasma"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"blood plasma"	"BTO"	""	"Sample collection"	"Plasma-ABCC5-5"	"Abcc5-/-"	""	""
