bucket [0.04ppm]	JGOAd1kCON1.TX_1_1	JGOAd1kCON2.TX_1_1	JGOAd1kCON3.TX_1_1	JGOAd2kcon1.TX_1_1	JGOAd2kcon2.TX_1_1	JGOAd2kcon3.TX_1_1	JGOAd3kcon1.TX_1_1	JGOAd3kcon2.TX_1_1	JGOAd3kcon3.TX_1_1	JGOAd14kcon1.T_1_1	JGOAd14kcon2.T_1_1	JGOAd14kcon3.T_1_1	JGOAd1kOA1.TX_1_1	JGOAk1d3.BBI_1_1	JGOAd1kOA2.TX_1_1	JGOAd2kOA1.TX_1_1	JGOAd2kOA2.TX_1_1	JGOAd2kOA3.TX_1_1	JGOAd3kOA1.TXI_1_1	JGOAd3kOA2.TXI_1_1	JGOAd3kOA3.TXI_1_1	JGOAd14kOA1.TX_1_1	JGOAd14kOA2.TX_1_1	JGOAd14kOA3.TX_1_1	JGOAd1wCON1.TX_1_1	JGOAd1wCON2.TX_1_1	JGOAd1wCON3.TX_1_1	JGOAd2wcon1.TX_1_1	JGOAd2wcon2.TX_1_1	JGOAd2wcon3.TX_1_1	JGOAd3wcon1.TX_1_1	JGOAd3wcon2.TX_1_1	JGOAd3wcon3.TX_1_1	JGham14c1.txi_1_1	JGham14c2.txi_1_1	JGham14c3.txi_1_1	JGOAd1wOA1.TX_1_1	JGOAd1wOA2.TX_1_1	JGOAd1wOA3.TX_1_1	JGOAd2wOA1.TX_1_1	JGOAd2wOA2.TX_1_1	JGOAd2wOA3.TX_1_1	JGOAd3woa1.TX_1_1	JGOAd3woa2.TX_1_1	JGOAd3woa3.TX_1_1	JGham14o1.txi_1_1	JGham14o2.txi_1_1	JGham14o3.txi_1_1
5.3	1.0241	1.5931	1.1748	3.2077	3.3922	3.0599	1.957	17.4202	7.4016	0.1762	0.4325	-0.0809	0.9969	0.4156	0.7107	5.3421	2.6015	2.3162	2.0822	1.2149	1.9066	1.2692	4.9984	0.6789	3.2182	3.0074	1.0926	1.518	1.2427	1.3318	1.8124	4.7041	0.9454	2.7774	2.2197	2.6752	1.1931	0.962	6.9624	2.4713	0.9457	0.1931	3.4297	1.6087	2.5167	3.5554	4.2351	3.3331
5.26	4.9674	2.9793	3.1535	4.0105	2.7533	3.7375	1.9359	3.9062	2.2745	0.8292	0.8528	0.1592	2.3128	2.8187	2.7088	6.5844	4.2288	1.2499	6.4579	3.4416	1.4128	0.5513	6.4751	1.4204	3.247	2.6881	6.508	4.3507	3.0615	9.8298	7.6598	3.8877	3.2787	1.5379	3.7492	3.9277	6.3165	5.5395	1.235	3.2441	7.5207	3.0203	9.3748	3.8325	3.3014	3.1736	3.9087	4.4835
5.22	5.7208	5.9999	5.9392	2.5012	5.1333	6.7583	2.7516	2.7728	3.6666	8.6016	6.7206	6.1926	5.2234	6.4572	6.3435	1.9844	3.6524	4.2761	8.5059	3.7247	1.295	4.5274	10.8901	6.1868	4.4337	3.9387	10.6533	5.5026	7.3741	1.1053	1.1976	6.022	5.7334	6.4004	5.1349	6.5023	10.6462	11.5874	5.1566	2.9394	0.91	6.5275	1.0616	6.0156	5.7548	4.2407	5.3159	4.6479
4.3	3.82	2.8546	3.1684	2.3318	2.388	3.2203	3.0038	2.8143	3.5767	6.9243	6.4017	6.5804	4.8451	4.1538	5.3114	2.9654	1.9944	1.4225	2.3232	1.9064	2.4037	6.2446	5.4078	6.2573	2.6372	2.1483	1.5398	3.2518	3.3684	2.369	5.9169	2.2637	4.908	0	0	0	1.6002	1.2902	2.5832	1.9262	6.7036	3.1282	3.3569	2.4789	2.4901	0	0	0
4.26	3.976	4.4735	3.0872	4.8905	6.0214	4.5594	7.4184	4.6213	5.1384	9.9336	10.3525	10.1399	9.3227	8.5318	10.0329	5.1291	5.9045	5.8913	9.9306	6.9722	7.4145	14.4571	9.2872	12.5891	6.8373	5.9995	1.231	6.9361	6.1766	6.2404	17.9879	12.1263	13.8251	0	0	0	1.0755	0.4486	2.8995	7.4221	16.5494	15.9455	8.1494	7.0091	5.6801	0	0	0
4.22	4.1479	5.3769	2.9944	7.2595	7.8568	5.5426	7.6078	5.3412	7.2159	7.7428	8.5443	8.2229	6.7577	7.6577	7.118	14.0499	13.8277	14.282	15.751	14.5101	16.9426	12.4221	11.4507	13.1428	8.6619	7.6972	1.9808	9.3837	5.7161	6.038	9.3006	17.8154	6.304	0	0	0	4.0733	3.7359	0.8762	15.9958	10.0693	18	7.1778	7.1974	7.612	0	0	0
4.18	7.8961	8.2878	6.6606	9.0764	9.3648	8.0347	10.2935	6.6059	9.2847	6.5024	8.9369	8.2463	8.2998	5.3381	7.6509	10.2005	8.463	7.2721	7.8457	7.3526	9.8526	10.2623	7.6649	9.3266	10.6973	11.1446	4.4917	14.8643	10.9112	12.4611	7.9003	8.4055	6.5629	7.1987	10.0164	9.708	3.8682	3.3733	3.6659	10.5595	8.3963	9.4649	11.5245	10.6656	9.2909	8.8061	8.1814	8.9012
4.14	8.6732	6.7431	6.3833	7.7595	9.8034	7.779	9.9055	10.8414	11.7338	7.7322	9.8	7.3211	9.6507	6.7176	8.2064	7.2365	6.5315	6.5971	6.1218	5.5774	8.5605	9.8254	9.341	9.7048	8.9883	8.222	3.8427	10.9078	8.6778	9.3001	7.6981	6.8926	5.4275	7.7222	9.2369	9.3683	3.4704	2.8552	3.6793	6.5798	9.9182	6.9889	7.5819	9.7042	7.9251	8.3939	8.381	9.3157
4.1	9.8669	6.8723	6.6325	9.9843	12.6452	9.7325	11.9986	10.8431	11.7868	10.0746	15.0566	8.8498	9.9349	5.6654	9.2494	9.3668	9.7434	9.5013	6.8512	7.4361	10.4521	11.0135	9.2548	10.8095	8.9256	7.5397	4.7485	8.3725	11.056	10.5266	8.5815	7.3815	8.2979	8.503	10.2136	10.4026	5.9078	5.9032	3.7014	6.7071	6.7077	6.8228	10.0509	8.9767	8.2246	8.8761	9.3532	9.3115
4.06	7.1405	7.6133	6.3214	10.7275	10.3934	9.3242	16.0881	11.029	11.6116	9.3552	21.995	10.3054	7.3965	6.4205	6.4752	9.3241	8.7497	8.6322	6.49	12.1004	10.6296	9.9332	10.9238	11.6576	10.6977	9.9948	4.4177	9.0139	7.1299	12.1724	13.2514	8.173	5.9152	8.377	9.7838	9.3271	3.9725	3.4375	7.1534	7.5699	8.9256	7.185	17.2214	7.7247	8.1265	10.2539	9.4292	9.7346
4.02	12.9474	13.6167	12.6596	19.4189	22.0378	20.0389	31.4485	13.8458	12.6639	9.0682	23.5479	26.9067	13.6865	12.1818	13.4754	16.5145	17.8705	20.19	14.8158	15.8744	24.9323	18.998	10.144	10.717	21.9745	23.6302	7.054	17.0648	15.425	22.1629	30.5107	20.8275	14.9229	12.5515	15.7757	14.4596	6.2471	5.5997	3.9412	19.1623	21.2333	22.013	33.8896	19.8644	19.5666	17.1336	15.0938	16.5498
3.98	19.5547	19.6627	20.9464	31.5097	27.5895	30.7325	36.2104	33.7522	22.6819	27.2255	19.7702	15.2468	20.7251	29.1425	17.6806	28.2856	29.3286	31.6722	17.4112	21.4588	33.4508	28.8618	14.9865	20.6134	30.7895	34.6405	32.0308	19.5259	19.3534	18.4353	23.4383	25.5056	18.6791	15.647	17.8763	16.5424	25.982	29.0352	5.6696	25.5413	17.7983	21.6215	21.8605	19.6707	25.1661	19.1802	17.544	17.6676
3.94	20.5455	20.4529	18.501	22.6365	22.5262	24.3416	25.7487	32.6711	26.6518	33.2005	24.1956	23.4084	21.142	25.5234	18.6253	25.3838	21.2993	22.9653	19.8237	21.0193	26.9717	21.0589	19.5586	38.5267	26.4511	27.3699	25.4386	24.0489	18.4975	39.509	68.8062	22.5762	18.1819	15.75	18.5772	17.9863	23.4216	24.754	26.6598	22.5062	27.5081	21.6424	67.3409	19.0743	21.3765	18.9943	18.4043	19.2566
3.9	52.5792	53.3018	53.7981	52.7605	61.2832	54.2003	51.9158	25.3282	23.7168	23.1079	24.6027	23.693	53.1367	44.8109	55.3766	61.9759	64.8391	69.402	66.9559	58.1429	73.1452	21.5664	38.812	29.5523	61.373	66.0617	48.2861	62.5544	55.3429	49.6421	47.0371	67.1448	69.4859	36.6529	43.5394	43.7976	52.3947	52.7492	23.6798	66.3608	66.7661	79.9635	63.3635	69.1669	67.3998	52.3148	47.7264	49.9407
3.86	46.8881	37.8289	48.3788	48.0784	48.8796	59.4657	48.2263	63.0209	58.3489	49.9334	37.1796	32.6189	31.6736	53.5095	33.1779	37.9536	39.6696	51.8881	28.7056	28.9398	40.8513	22.3334	34.0298	37.6495	51.7282	57.504	86.1363	38.6888	32.5128	34.8825	35.2502	41.9474	29.4117	32.3497	31.0585	33.0125	76.6771	81.9049	50.039	34.9473	32.697	31.1309	46.2324	37.738	45.2853	26.2824	28.4143	26.7754
3.82	33.0647	31.1593	34.4089	35.9149	34.7156	39.7208	31.2368	65.504	46.0769	41.1408	39.9249	40.4168	25.5045	36.2408	27.9342	32.8695	32.1963	37.3727	23.656	22.6411	26.429	29.5657	32.5386	41.2983	36.0337	39.1071	47.1035	28.8512	26.4463	19.9626	23.9473	29.9056	23.0365	31.8517	24.3991	28.115	47.0279	48.0484	76.2799	29.4661	22.3824	28.3617	27.3855	27.165	32.474	21.4147	23.2218	21.8395
3.78	47.8024	38.3616	42.7102	34.9244	33.7742	43.2622	30.1217	34.274	35.496	18.453	21.7965	19.5174	29.8779	46.1499	34.3996	29.3063	29.9016	31.9191	24.0669	22.208	23.7001	13.8121	26.6372	19.1652	33.2649	37.8118	70.1927	27.9161	30.042	26.9012	27.209	27.0158	23.5396	30.8875	29.3646	29.8977	65.8008	68.8751	48.0761	33.828	27.2917	26.5754	33.6484	22.9747	31.587	26.7165	26.4325	26.1321
3.74	42.9055	33.1349	38.2739	31.7199	34.5729	39.8897	30.8032	29.5648	28.4108	21.9893	25.2096	22.1677	27.7437	30.4519	32.4237	27.0853	30.2416	36.7474	25.5715	24.1923	23.1043	17.7667	18.9145	21.0636	34.4308	37.9608	51.9468	32.0579	34.4999	33.7704	26.9946	30.2411	27.8485	29.7632	27.7503	30.9942	52.4996	52.6043	59.3114	28.8254	25.1775	27.7964	33.5017	27.4478	32.3761	22.8942	24.6959	25.3982
3.7	35.5739	26.4372	33.3032	31.8369	29.2621	32.1748	36.8152	31.2319	35.2572	23.9663	25.7153	23.9427	26.846	25.5424	28.0401	28.3621	29.2649	33.025	17.2456	18.9658	21.3372	14.4327	17.1547	21.553	31.9304	34.5375	40.403	29.0688	32.6538	22.6238	28.2027	23.4144	25.9109	28.9724	23.3628	26.2137	38.6417	40.958	49.618	22.4411	15.7088	22.6665	35.7017	27.0266	28.0805	18.9263	19.8661	17.6654
3.66	28.8316	24.7378	35.9055	41.0795	40.8972	44.7088	41.5194	30.2831	33.0783	31.9961	27.6527	25.0612	21.7259	33.8025	23.0796	24.3296	32.0262	45.2684	12.7769	17.5616	32.9919	14.8453	18.4002	22.3212	43.4746	49.6002	57.5389	24.153	26.238	26.7015	30.2592	29.435	20.265	21.5763	19.7835	18.761	46.4648	51.6536	39.102	25.0829	16.9499	14.287	44.052	27.2105	35.289	17.4788	16.9411	15.8138
3.62	24.4146	23.5788	29.1494	31.4876	30.038	35.8487	27.7979	57.1764	33.8958	21.6438	22.3564	17.2067	20.6407	24.5777	17.2018	29.8292	24.6431	31.015	13.7488	14.7737	23.0947	8.9853	14.0194	12.7309	33.5969	38.6146	53.3934	25.2208	20.6556	22.3812	16.6375	25.2106	16.4708	19.5046	19.5439	19.0766	48.0322	52.2289	46.1158	22.2431	13.5665	15.0201	27.7357	24.2804	28.6304	15.3438	15.1985	15.3219
3.58	17.3116	16.9621	18.9083	18.0465	16.3455	19.777	15.4587	37.6641	27.0611	17.4568	18.8172	14.4009	13.0028	21.2228	12.2583	15.6073	12.8791	15.7069	8.9162	8.136	10.491	8.346	14.9722	12.9284	18.7665	21.1798	36.7828	19.1799	16.0212	16.3017	14.3843	12.3471	9.2705	16.3658	10.8239	12.132	31.7363	35.8387	48.9021	11.0353	16.2468	11.3238	16.0432	16.7635	16.2769	11.007	9.0046	10.9575
3.54	22.5386	15.7292	20.9763	12.3244	14.1404	16.2243	10.6032	16.0795	18.6615	10.0948	12.178	11.85	20.819	13.497	22.5067	10.9728	13.4505	16.6444	16.1155	13.0298	8.626	10.1002	13.6587	14.1446	14.3335	14.3554	16.328	17.591	23.581	17.7022	14.7466	16.4982	18.2708	18.0475	15.1672	17.5473	16.8249	15.6508	32.6283	13.2272	15.3339	21.0424	16.4117	15.7693	14.4015	17.9764	18.4826	18.3612
3.5	24.1532	18.5396	21.5839	13.0765	14.6917	18.834	12.5242	10.2525	17.9135	10.0997	12.6897	11.1339	16.2844	13.3099	19.3968	12.0368	14.085	15.7767	18.5394	15.6918	8.7101	8.9643	13.6013	14.2076	15.0017	15.5747	20.0736	22.9467	20.9715	24.6306	19.0149	19.0131	19.015	20.8771	17.3751	24.369	22.7682	19.9566	15.2074	15.1519	25.4637	23.4445	21.5417	19.5973	16.2704	15.1564	16.2229	17.7209
3.46	20.7534	21.615	21.114	17.1288	17.0218	19.9212	19.4405	11.4451	21.1099	17.5986	17.6696	20.2945	15.7108	15.9375	20	19.8171	19.461	19.2055	17.9308	15.445	10.0699	16.3399	16.2587	22.7671	16.0431	17.3972	25.0557	20.0736	19.5458	18.9249	16.6892	17.6239	15.7162	23.9308	17.6243	20.7821	27.1233	26.0535	20.3246	13.7595	20.2474	22.5176	23.8445	18.4373	17.5435	18.5548	19.9666	18.777
3.42	34.6409	34.1557	30.5169	18.0947	24.2262	36.5694	16.7955	10.4397	22.6279	32.8128	20.7225	14.9015	27.7701	24.432	32.7274	19.2226	19.1507	23.7519	28.2157	20.505	11.4382	19.2688	15.1633	21.4057	22.5494	23.1292	42.4622	28.5702	27.2685	20.2654	12.9643	28.0718	23.8516	24.9715	22.3737	28.7032	44.0299	43.9717	26.0609	17.9191	17.9815	26.8705	17.8086	24.9789	26.898	20.4023	21.1729	21.2187
3.38	8.9486	12.5287	8.2851	9.6017	7.365	7.4251	12.7403	15.9531	28.4169	9.0727	13.0836	13.2011	6.1535	5.8031	7.8426	16.3013	8.657	8.0722	10.3451	7.6738	9.74	8.8589	11.1455	10.9472	7.7163	9.4287	6.8571	8.5591	7.3607	3.364	2.828	9.3447	6.7307	13.4523	5.4932	6.4396	10.8816	9.6226	43.12	6.9655	2.7938	9.3955	2.8414	7.1136	8.2646	4.7809	4.6701	4.4064
3.34	22.7866	11.5638	5.3008	6.4755	5.7388	3.6691	4.9699	8.6268	9.5839	2.9356	9.0941	5.6758	4.0994	6.8007	16.61	4.567	3.9824	3.258	12.2685	6.1752	5.2315	3.3402	10.8297	9.2133	6.6584	3.4629	2.2407	6.4005	14.1651	8.4092	3.1914	2.8713	17.4101	5.2082	5.1037	2.853	4.6213	3.992	10.0311	4.297	3.01	2.1056	2.7022	3.0037	6.0325	4.1943	4.5908	5.0122
3.3	12.135	15.2806	29.4388	8.5781	7.986	8.0391	9.529	3.8769	5.0848	8.6482	70.9211	15.5055	17.4649	19.4566	20.5933	7.652	5.0536	-0.7998	20.8993	32.3807	15.3344	19.0789	20.4527	24.6468	9.0447	7.2738	12.6426	11.9328	10.0209	116.7838	187.8264	5.9286	4.7979	4.236	16.0907	6.5881	11.9045	11.6284	1.7832	13.4041	192.0596	7.4106	170.7846	5.8749	6.2522	13.4648	17.0422	19.5862
3.26	83.8855	116.6925	97.2114	91.7367	111.572	62.3328	75.2285	28.1819	13.7127	79.8763	20.0219	62.1798	122.8398	77.8619	130.016	157.3725	157.0362	153.0296	193.4021	149.6805	209.8118	104.6823	83.2174	111.3568	105.0233	114.5589	51.5582	126.7902	110.9686	66.6404	29.0441	148.0648	198.2762	60.7729	83.1069	67.3831	64.3188	69.6024	9.6471	167.2424	24.1153	225.1948	50.9841	173.0929	152.818	119.8901	90.6484	98.36
3.22	59.0058	36.388	46.8342	33.3971	31.1237	32.5194	38.2331	68.9308	93.6429	33.3723	29.7463	32.1165	46.7694	15.4203	43.3864	15.8022	21.93	22.2744	21.6983	16.8995	12.1246	20.7395	15.6493	22.1539	38.9224	48.9322	24.6662	70.943	73.7953	17.616	5.7431	22.4509	49.2439	42.9801	27.5801	34.5648	20.4039	19.9304	61.9016	21.2012	7.8451	25.3336	6.7131	54.2678	39.7671	14.9033	13.7027	14.2832
3.18	3.3217	4.2585	18.2515	7.0569	2.4131	2.4861	5.7651	31.5977	46.4837	3.8701	6.391	8.0201	12.3893	3.9629	9.3968	12.2865	6.132	6.5946	3.6695	1.1858	0.0416	5.2077	7.2911	6.1155	3.364	3.1214	2.1978	2.3553	6.4213	5.2918	2.657	2.4779	4.7047	20.8968	7.3266	5.6247	2.3994	2.0207	20.4046	2.7248	4.3375	3.5394	4.8376	4.0544	2.8277	6.0497	3.9202	4.2787
3.14	3.2115	4.5605	5.1161	3.5969	2.7945	4.3058	30.4536	3.6359	3.1238	2.1262	3.7911	4.5407	4.2887	2.965	3.7728	5.6491	3.1778	6.074	4.2683	2.2842	2.4107	3.2273	5.2029	3.1051	3.2811	4.0906	2.5114	3.356	4.0559	4.7594	2.8049	5.0439	4.0468	16.7208	2.5748	7.2902	2.1053	1.9123	1.5867	2.8321	5.9864	6.7784	6.5658	6.4814	3.7317	1.3233	1.145	0.8879
3.1	2.7966	5.8598	3.046	3.2891	2.7157	27.7869	15.4793	9.4127	3.1399	1.9027	4.2939	3.9695	2.8328	2.8671	3.0799	2.4234	2.4405	3.8067	5.3313	1.9882	1.6158	2.7539	4.4321	2.7407	3.4087	3.9784	1.3166	2.976	2.92	6.3287	4.7535	19.2713	2.8462	5.7759	2.0012	1.776	2.0798	1.9245	1.6548	3.2246	3.4048	4.2937	8.0343	5.6628	4.0917	0.5032	1.0485	0.8415
3.06	12.4269	30.4449	9.8479	12.7519	31.881	11.2114	4.5407	5.1651	3.3216	2.6803	3.9046	5.267	18.9577	4.4057	15.3809	7.7101	10.5374	16.9229	15.9314	15.4462	3.4666	4.1696	4.7173	3.704	5.2774	3.6929	2.2517	18.3217	11.9984	12.1542	3.9693	9.1554	13.4416	6.0308	6.9482	5.9951	2.875	2.6817	3.0491	7.6078	7.5446	3.7813	8.3381	5.3419	17.9623	5.7323	4.3302	4.5511
3.02	6.5983	4.7189	9.5684	20.1634	3.889	6.0145	3.9529	10.6205	24.6008	6.0577	6.3457	6.4465	10.6555	5.1332	7.2708	8.0592	16.3275	5.3937	3.0094	10.2471	2.2039	6.4623	6.192	6.1543	11.9737	13.1998	7.6427	9.4119	8.3574	3.2301	4.3802	6.2658	9.0233	5.9442	7.2167	5.7024	6.7927	5.8657	7.334	8.0241	7.1791	6.045	2.647	8.0454	3.6028	6.1159	5.9817	5.9454
2.98	5.6356	10.1876	7.9573	4.9394	3.7107	7.0752	4.0747	6.9909	5.0288	8.6248	8.8829	10.1953	4.256	7.2586	4.9809	3.5192	2.8424	5.3707	7.3641	2.7086	0.3579	9.3521	7.3137	6.9258	6.4682	6.1469	4.2355	2.8852	5.5926	2.2054	2.2187	6.5653	3.0749	6.9059	6.1352	6.075	6.7351	5.4106	7.2984	4.6993	3.3226	3.6512	1.0209	3.6576	6.1036	3.4292	3.953	4.1687
2.94	1.1863	6.1732	3.1761	2.3512	6.2996	2.5542	2.9176	1.9358	2.0404	12.0019	8.7356	10.5301	1.4368	5.7809	1.9598	1.6959	1.5461	7.6234	5.7502	1.9915	0.4714	11.0465	6.7776	6.491	3.9553	1.9402	1.4319	3.5408	2.0101	1.9519	1.115	2.4821	1.1909	5.0116	3.9607	2.6966	3.6286	3.1852	4.1961	2.4929	1.6971	1.9901	0.4879	2.0516	6.1976	3.3503	3.0777	2.7881
2.9	1.0246	2.8704	1.5067	1.6962	3.2231	1.4274	1.0635	2.0995	4.1173	2.8781	3.3088	4.6737	0.9785	1.8859	1.9094	1.4122	1.5019	3.9818	3.1802	5.5285	1.0705	3.8024	3.8799	2.9948	1.7487	0.8381	0.7897	8.5916	2.5695	3.9729	1.9186	1.7618	1.4194	3.1126	3.077	1.7946	1.5822	1.2328	1.6383	2.4176	3.0961	1.0707	1.6056	1.7603	2.6013	2.5114	2.0517	1.8028
2.86	0.6239	2.0688	0.5059	2.2413	2.8732	1.8912	1.3311	1.9974	3.8854	2.2551	2.7489	3.7512	0.4808	1.2768	0.9298	1.4745	2.266	3.1915	2.0758	4.2262	1.5365	3.4898	3.4278	2.5788	7.9906	7.0846	2.9244	4.0469	1.8434	1.0004	1.0123	2.8784	3.1263	3.5943	2.386	2.7857	4.0079	3.3887	0.4713	6.1392	2.2085	2.2156	0.7382	3.764	2.6311	2.6415	2.399	1.6024
2.82	0.495	2.2451	0.4998	3.5368	2.4165	1.7255	2.568	2.7867	2.5548	2.0328	2.0301	2.9518	0.3496	1.5881	0.8727	2.1548	3.0321	2.992	2.5004	4.1093	1.6466	3.1853	3.7021	2.537	1.6156	1.0001	0.6758	3.8981	1.028	0.7506	0.9539	1.9637	0.9551	3.5225	2.194	2.2744	1.2101	0.8513	4.5311	5.3155	1.4652	1.1228	0.577	1.9611	2.1875	2.4666	2.9237	1.8434
2.78	0.9397	1.7432	0.4392	1.7886	2.2908	1.1057	1.8368	2.2085	2.2326	1.4388	1.5667	2.3287	0.4615	1.2249	0.9966	1.9938	1.1015	3.1781	1.5755	3.0372	2.0501	2.4317	3.4713	2.0912	1.2695	0.3794	0.9445	2.9606	1.4237	1.98	0.7071	0.9493	1.1954	2.7032	2.0689	2.2478	0.7387	0.4645	0.6376	6.2975	1.0776	0.7365	0.3586	1.0091	1.6732	1.8591	2.5984	1.7419
2.74	1.3868	1.5383	0.8969	2.3649	1.1841	2.0221	0.6926	2.2526	2.0697	1.2487	1.5108	1.9979	1.5427	1.8925	1.9508	2.041	3.2869	2.1987	0.9114	1.3862	1.8758	2.0916	3.3638	1.8651	1.3015	0.9818	0.9217	1.0103	2.4543	1.4631	1.3494	1.4496	1.7504	1.9517	2.1913	2.0911	0.8415	0.5419	0.3116	3.9345	1.9106	1.0864	0.9462	1.4093	1.1008	1.8712	2.4185	2.0206
2.7	1.0473	2.5694	0.7124	5.835	1.8924	1.5108	1.1136	1.7635	1.0156	1.3174	2.2441	2.293	1.18	1.7576	1.4753	1.5681	8.5859	3.41	1.5885	0.5304	1.3134	2.0153	3.0907	2.3249	2.1604	1.6009	0.7354	1.7032	1.3498	1.3615	1.2033	2.1093	1.1249	1.7684	2.0812	2.1086	1.4901	1.1842	0.6153	1.3718	2.1149	1.3699	0.378	1.9893	2.4338	1.62	1.5636	1.5036
2.66	1.5348	1.8208	1.1959	10.2573	1.86	1.39	0.5661	2.0777	1.435	4.2773	5.1777	5.0789	1.6448	2.6339	2.0011	3.5726	6.6876	3.1191	1.0321	0.9521	2.7754	4.0982	3.6165	4.4649	1.5068	0.8128	0.5519	2.5684	1.872	1.3024	0.7162	1.4356	1.4211	1.5158	2.5908	1.7363	0.8357	0.4139	0.8955	2.2337	1.3605	1.1627	0.223	1.4866	1.7643	1.8439	1.952	2.1113
2.62	0.5321	1.842	0.7021	5.2601	1.0364	0.7965	0.62	2.6864	1.7104	2.4685	7.2124	4.8352	1.2131	2.2517	1.3787	6.6354	2.1279	2.3613	1.1244	0.8744	2.2362	7.2665	5.0023	2.7456	1.2414	0.2287	0.5031	0.6847	1.4062	0.8999	0.5651	0.8665	1.0792	1.9168	2.5412	2.0813	0.7855	0.4276	0.6919	1.3484	1.0687	0.2852	0.204	0.9818	1.2462	2.2343	2.0219	2.089
2.58	1.3231	1.3024	0.305	1.492	1.4534	1.1102	0.9785	1.965	0.6551	10.6971	7.6923	7.9976	0.3721	7.0998	1.2809	7.199	1.0179	1.7467	0.8916	0.5188	1.9136	10.0907	6.0512	7.4152	0.9042	0.2559	0.8221	0.4893	1.3475	1.2733	0.7427	0.9199	1.0825	1.539	1.9477	1.6643	0.9648	0.5479	0.4564	1.4537	1.3667	0.4136	0.2492	1.1729	0.9352	1.5303	1.6242	1.4877
2.54	5.481	1.5451	3.5539	1.825	1.6078	1.3902	1.2173	2.3303	0.8198	7.9893	5.4499	5.3343	1.8122	5.6846	4.2833	1.9503	1.3003	2.5131	1.4103	1.1312	2.0431	4.8763	8.4185	6.3029	1.3733	0.9498	1.2612	1.4122	4.807	1.6173	1.7732	1.5682	2.0443	2.2002	4.6366	2.3141	0.7613	0.3627	0.5852	1.2806	2.9422	2.0007	1.3346	2.0104	1.5454	4.674	3.9035	3.6083
2.5	4.4027	2.4151	5.7234	2.2647	1.7557	1.8828	2.7434	2.455	1.9437	5.86	8.9908	8.9271	2.1418	3.1726	4.586	1.803	1.9212	2.1401	1.6895	1.0274	3.3247	10.4492	9.0266	5.4308	1.9314	1.4337	1.3251	2.2945	3.5153	1.5915	1.2195	2.2794	2.2614	5.3631	5.8085	3.9255	1.5772	1.1361	0.6046	1.4509	1.909	1.4128	0.6951	2.0532	1.7993	4.6588	4.3221	4.7238
2.46	6.4496	4.6742	2.7871	2.244	1.9466	2.6452	3.6198	3.0857	1.3751	9.97	3.6977	5.4676	1.965	8.8635	4.6805	1.7705	1.6677	3.0868	1.8735	2.2544	4.1388	6.6923	9.5926	7.3734	2.4695	2.0822	1.8958	1.8563	4.5655	5.2078	2.342	2.0304	5.663	4.5189	3.9799	4.1569	2.3003	1.3542	1.3745	2.3263	3.0153	1.2945	1.534	2.2557	2.1457	2.5568	3.0492	3.3147
2.42	12.6522	10.8044	14.2492	10.2335	8.223	7.3134	5.6218	3.1856	1.6893	2.3531	2.4446	2.904	13.0766	5.9842	15.716	7.2898	6.9153	7.1042	5.9296	5.578	8.1771	2.5503	5.4016	2.6964	7.1014	6.3347	4.6293	9.8798	17.7196	10.8455	6.6125	6.7742	16.4675	7.246	14.6248	9.9007	5.2482	3.6444	1.0479	9.2004	8.4639	7.4048	8.1122	10.5254	8.6026	9.6994	8.7249	9.9491
2.38	3.8386	5.3695	4.1064	7.0956	3.1809	4.5306	7.2232	9.8439	8.0439	3.2159	2.8898	3.6241	4.5137	5.6333	4.9872	5.0398	3.8523	4.2002	2.6849	2.9125	4.629	3.643	4.3584	3.227	3.5597	3.4584	2.9862	4.396	3.7016	5.8202	2.9564	3.5059	4.1029	13.4899	6.0225	11.0198	2.5247	1.7375	2.9062	6.8597	12.2546	8.7199	1.099	5.9665	3.2853	4.938	4.1996	4.67
2.34	7.0414	12.4727	7.1702	5.5289	7.2869	6.4108	4.844	4.6174	3.1895	2.2757	2.7304	2.9101	13.4962	5.876	10.3668	6.8137	5.2881	7.0341	11.8962	8.7825	7.1503	2.9945	4.0359	2.5489	8.1812	7.2283	2.2964	9.6983	10.9321	5.2545	3.0416	9.4776	12.2817	7.5752	7.7441	6.4483	2.7577	2.4294	1.762	9.2139	6.8995	5.8892	2.0312	4.0813	7.8612	6.1397	5.8421	5.6244
2.3	2.128	4.9994	2.3997	7.714	3.7821	4.8348	3.9414	5.382	4.7592	2.179	2.863	2.8475	3.6202	3.783	3.6355	9.402	8.9505	4.3968	3.3211	6.0941	8.2511	2.9664	3.9793	2.4716	3.292	3.753	6.5986	5.8174	2.7075	1.8452	2.7168	4.0836	2.807	6.6312	5.0813	6.6501	1.6346	1.2264	2.6451	10.95	7.6591	11.8906	1.0278	7.3916	2.8566	4.1848	4.4067	4.0263
2.26	1.2878	7.3204	0.9952	2.4426	4.032	2.4338	0.7094	3.1251	3.3391	1.835	5.1481	3.0384	1.8446	3.7245	1.959	2.141	1.6104	4.4102	6.5948	2.8923	1.8077	3.7627	4.9846	2.6504	5.6602	4.0607	1.1404	3.8087	1.7855	2.3391	1.966	5.0666	1.7268	4.0676	4.1589	4.1107	6.6988	6.365	1.8335	1.9333	2.4653	1.6339	1.2517	1.8173	6.6055	4.3095	5.6732	3.8701
