"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[TreatPhase1]"	"Term Source REF"	"Term Accession Number"	"Factor Value[TestItemPhase1]"	"Term Source REF"	"Term Accession Number"	"Factor Value[ExposureDurationPhase1]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[TreatPhase2]"	"Term Source REF"	"Term Accession Number"	"Factor Value[TestItemPhase2]"	"Term Source REF"	"Term Accession Number"	"Factor Value[ExposureDurationPhase2]"	"Unit"	"Term Source REF"	"Term Accession Number"
"920421"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920421-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920427"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920427-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920430"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920430-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920441"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920441-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920455"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920455-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920456"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920456-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920460"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920460-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920460"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920460-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920462"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920462-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920462"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920462-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920478"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920478-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920480"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920480-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920484"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920484-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920484"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920484-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920513"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920513-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920524"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920524-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920527"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920527-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920531"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920531-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920531"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920531-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920538"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920538-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920540"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920540-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920541"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920541-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920548"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920548-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920553"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920553-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920553"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920553-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920563"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920563-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920564"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920564-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920570"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920570-Blood-extract"	"Conditioned Fresh Air"	""	""	""	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920573"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920573-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920587"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920587-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920587"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920587-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920590"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920590-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920590"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920590-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920602"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920602-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920602"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920602-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920604"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920604-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920604"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920604-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920605"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920605-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920605"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920605-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	""	""	""	""	""	""	""	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920612"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920612-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920616"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920616-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920616"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920616-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920619"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920619-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920621"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"liver"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000759"	"Sample collection"	"920621-Liver-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920621"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"lung"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000763"	"Sample collection"	"920621-Rightlung-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Diluted Mainstream Cigarette Smoke"	""	""	"pMRTP"	""	""	"1"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
"920622"	"Mus musculus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/10090"	"C57BL/6"	"EFO"	"http://www.ebi.ac.uk/efo/EFO_0004472"	"blood plasma"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000131"	"Sample collection"	"920622-Blood-extract"	"Diluted Mainstream Cigarette Smoke"	""	""	"3R4F"	""	""	"2"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"	"Conditioned Fresh Air"	""	""	""	""	""	"5"	"month"	"UO"	"http://purl.obolibrary.org/obo/UO_0000035"
