"Source Name"	"Characteristics[Organism]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Variant]"	"Term Source REF"	"Term Accession Number"	"Characteristics[Organism part]"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Sample Name"	"Factor Value[Cell type]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Bicarbonate treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[Incubation]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[Replicate]"	"Term Source REF"	"Term Accession Number"
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MC1_4"	"mesophyll cell"	""	""	"control"	""	""	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MC2_1"	"mesophyll cell"	""	""	"control"	""	""	"120"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MC2_2"	"mesophyll cell"	""	""	"control"	""	""	"120"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MC2_3"	"mesophyll cell"	""	""	"control"	""	""	"120"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MC2_4"	"mesophyll cell"	""	""	"control"	""	""	"120"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS0_1"	"mesophyll cell"	""	""	"treatment"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS0_2"	"mesophyll cell"	""	""	"treatment"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS0_3"	"mesophyll cell"	""	""	"treatment"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS0_4"	"mesophyll cell"	""	""	"treatment"	""	""	"0"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS5_1"	"mesophyll cell"	""	""	"treatment"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS5_2"	"mesophyll cell"	""	""	"treatment"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS5_3"	"mesophyll cell"	""	""	"treatment"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS5_4"	"mesophyll cell"	""	""	"treatment"	""	""	"5"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS15_1"	"mesophyll cell"	""	""	"treatment"	""	""	"15"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS15_2"	"mesophyll cell"	""	""	"treatment"	""	""	"15"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS15_3"	"mesophyll cell"	""	""	"treatment"	""	""	"15"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS15_4"	"mesophyll cell"	""	""	"treatment"	""	""	"15"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS30_1"	"mesophyll cell"	""	""	"treatment"	""	""	"30"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS30_2"	"mesophyll cell"	""	""	"treatment"	""	""	"30"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS30_3"	"mesophyll cell"	""	""	"treatment"	""	""	"30"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS30_4"	"mesophyll cell"	""	""	"treatment"	""	""	"30"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS1_1"	"mesophyll cell"	""	""	"treatment"	""	""	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS1_2"	"mesophyll cell"	""	""	"treatment"	""	""	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS1_3"	"mesophyll cell"	""	""	"treatment"	""	""	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS1_4"	"mesophyll cell"	""	""	"treatment"	""	""	"60"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS2_1"	"mesophyll cell"	""	""	"treatment"	""	""	"120"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"1"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS2_2"	"mesophyll cell"	""	""	"treatment"	""	""	"120"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"2"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS2_3"	"mesophyll cell"	""	""	"treatment"	""	""	"120"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"3"	""	""
"Leaf"	"Brassica napus"	"NCBITAXON"	"http://purl.bioontology.org/ontology/NCBITAXON/3708"	"Brassica napus var. Gobal "	""	""	"leaf lamina"	"BTO"	"http://purl.obolibrary.org/obo/BTO_0000719"	"Sample collection"	"MS2_4"	"mesophyll cell"	""	""	"treatment"	""	""	"120"	"minute"	"UO"	"http://purl.obolibrary.org/obo/UO_0000031"	"4"	""	""
